Case #,Incident Code,Report Time,Case Status,Start Occurred,End Occurred,Building,Location 1,Location 2,Stolen,Damaged,Summary
10001015,OUTSIDE - O.P.S. OTHER,2010-03-23T03:32:00Z,Cleared By Exception,2010-03-23T03:32:00Z,,N/A,"N. 17th Street and ""R"" Street",SIDEWALK,0,0,Non-student contacted and his welfare was checked per the Douglas County Sheriff's Office as he was reported as missing. He was released after being interviewed.
10001018,LARCENY - STOLEN BIKE,2010-03-23T15:50:00Z,Inactive,2010-03-18T13:30:00Z,2010-03-23T09:30:00Z,Love Library South,"1248 ""R"" St.",SIDEWALK,565,0,"Bike taken from rack by Love Library, $565.00 loss."
10001020,LARCENY - FROM BUILDING,2010-03-23T16:20:00Z,Inactive,2010-03-18T16:30:00Z,2010-03-18T17:00:00Z,Canfield Administration Building,"""R"" Street and N. 14th Street","UNL SUPPORT FACILITY (office, service)",215,0,"Item taken from room in the Canfield Administration Building, $215.00 loss."
10001021,STALKING,2010-03-23T16:30:00Z,Inactive,2010-12-31T12:00:00Z,2010-03-10T21:30:00Z,N/A,,UNKNOWN,0,0,UNL student reported they were possibly being stalked. Investigation continues.
10001024,LARCENY - STOLEN BIKE,2010-03-23T21:14:00Z,Cleared By Arrest,2010-03-23T21:14:00Z,2010-03-23T21:14:00Z,Westbrook Music Building,"1104 ""R"" St.",SIDEWALK,0,0,Three juveniles contacted after stealing two bicycles. All were referred to the Lancaster County Attorney for theft and trespassing.
10001026,TRESPASSING,2010-03-24T02:54:00Z,Cleared By Exception,2010-03-24T02:54:00Z,2010-03-24T02:54:00Z,N/A,,STREET,0,0,Two non-students contacted after they were observed looking into the windows of parked cars. They were each issued a UNL Trespass Policy Letter.
10001025,ALCOHOL - DRUNK,2010-03-24T03:27:00Z,Cleared By Exception,2010-03-24T03:27:00Z,2010-03-24T03:27:00Z,"1820 ""R"" St.","1820 ""R"" St.",GOVT. PARKING LOT (UNL),0,0,Non-student contacted and taken to detox (.246 BAC).
10001027,LARCENY - FROM COIN OPERATED MACH.,2010-03-24T04:13:00Z,Inactive,2010-03-23T01:00:00Z,2010-03-24T02:00:00Z,Oldfather Hall,660 N. 12th St.,UNL ACADEMIC BUILDING,0,0,Unknown amount of money removed from a feminine product machine.
10001034,ACCIDENTS - P.D. H&R NOT REPORTABLE,2010-03-24T14:59:00Z,Inactive,2010-03-21T17:30:00Z,2010-03-24T14:50:00Z,300 N. 17th St.,300 N. 17th St.,GOVT. PARKING GARAGE (UNL),0,150,"Hit and Run accident in the 17th, and R Street parking garage, $150.00 damage."
10001039,VANDALISM - OTHER,2010-03-24T19:32:00Z,Inactive,2010-03-24T19:04:00Z,2010-03-24T19:17:00Z,Innovation Campus,1800 State Fair Park Drive,GOVT. PARKING LOT (UNL),0,125,"Vandalism to vehicle while parked on Innovation Campus by the grandstand, $125.00 damage."
10001040,LARCENY - STOLEN BIKE,2010-03-25T00:37:00Z,Inactive,2009-11-01T01:12:00Z,2009-12-15T01:12:00Z,The Village,1055 N. 16th St.,UNL APARTMENT,405,0,Bicycle stolen sometime in the past four months.
10001045,FALSE SECURITY ALARMS - MECHANICAL,2010-03-25T08:54:00Z,Cleared By Exception,2010-03-25T08:54:00Z,,Jackie Gaughan Multicultural Center,"1505 ""S"" St.","UNL SUPPORT FACILITY (office, service)",0,0,UNLPD dispatched to the Jackie Gaughan Multicultural Center in regards to a fire alarm.  Found to be a glitch in the system.
10001055,NARCOTICS - POSSESSION,2010-03-25T22:58:00Z,Cleared By Arrest,2010-03-25T22:58:00Z,,Harper Hall,1150 N. 14th St.,UNL RESIDENCE HALL,0,0,Two occupants of a residence hall room contacted after a narcotics complaint.  One cited for Poss. of Marijuana < 1 oz; other cited for Poss. of Marijuana < 1 oz and Poss. of Paraphernalia.
10001057,ALCOHOL - MINOR IN POSSESSION,2010-03-26T01:32:00Z,Cleared By Arrest,2010-03-26T01:32:00Z,2010-03-26T01:32:00Z,Phi Delta Theta,"1545 ""R"" St.",SIDEWALK,0,0,Two UNL students cited for MIP-C; one also cited for Littering.  Released to a sober party.  .110 & .137 BAC
10001060,LARCENY - FROM BUILDING,2010-03-26T08:47:00Z,Inactive,2010-03-26T03:47:00Z,,Stadium Drive Parking Garage,625 Stadium Drive,GOVT. PARKING GARAGE (UNL),10,0,An unk male stole a box of donuts from Quickick.
10001069,SS - CHECK WELFARE OF PERSON,2010-03-26T14:24:00Z,Cleared By Exception,2010-03-26T14:24:00Z,2010-03-26T14:24:00Z,Neihardt Residence Center,540 N. 16th St.,UNL RESIDENCE HALL,0,0,UNL student checked on due to a relationship problem.
10001071,MEDICAL EMERGENCY,2010-03-26T15:35:00Z,Cleared By Exception,2010-03-26T15:35:00Z,,North Stadium,800 Stadium Drive,SPORT FACILITIES,0,0,Male visitor to the complex complaining of difficulty breathing.
10001078,NARCOTICS - POSSESSION,2010-03-27T00:09:00Z,Cleared By Arrest,2010-03-27T00:09:00Z,,N/A,"""Q"" Street and N. 18th Street",COMMERCIAL PARKING LOT,0,0,Party in dark clothing contacted after officer observed suspicious behavior.  Consent to a search yielded a loaded marijuana pipe.  Cited/released for Poss of Marijuana < 1 oz and Poss of Paraphernalia.  .1 gram
10001079,DISTURBANCE - OTHER,2010-03-27T01:35:00Z,Cleared By Exception,2010-03-27T01:35:00Z,,Pound Hall,513 N. 17th St.,SIDEWALK,0,0,UNL student transported to Detox after being observed knocking over bike racks.  .196 BAC
10001081,LARCENY - STOLEN BIKE,2010-03-27T13:15:00Z,Cleared By Exception,2010-03-24T14:30:00Z,2010-03-26T14:30:00Z,Richards Hall,560 Stadium Drive,SIDEWALK,60,0,A UNL student reported his bike stolen.
10001088,ALCOHOL - MINOR IN POSSESSION,2010-03-28T00:48:00Z,Cleared By Arrest,2010-03-28T00:48:00Z,,Sandoz Hall,820 N. 17th St.,UNL RESIDENCE HALL,0,0,"Two UNL students and two non-students cited and released for MIP-C (.047, .021, .066, .032 BAC's)."
10001089,ALCOHOL - MINOR IN POSSESSION,2010-03-28T01:30:00Z,Cleared By Arrest,2010-03-28T01:30:00Z,,Cather Hall,609 N. 17th St.,UNL RESIDENCE HALL,0,0,UNL student cited/Detox for MIP-C (.218 BAC).
10001090,ALCOHOL - MINOR IN POSSESSION,2010-03-28T01:42:00Z,Cleared By Arrest,2010-03-28T01:42:00Z,,Selleck Quad,600 N. 15th St.,UNL RESIDENCE HALL,0,0,UNL student cited for MIP-C and taken to detox (.187 BAC).
10001091,ALCOHOL - MINOR IN POSSESSION,2010-03-28T02:30:00Z,Cleared By Arrest,2010-03-28T02:30:00Z,,Cather Hall,609 N. 17th St.,STREET,0,0,UNL student cited for MIP-C and taken to detox (.167 BAC).
10001097,ASSAULT - DOMESTIC,2010-03-28T21:01:00Z,Cleared By Arrest,2010-03-28T16:00:00Z,2010-03-28T19:15:00Z,University Park Apartments,4300 Holdrege St.,UNL APARTMENT,0,0,UNL student lodged in jail for 3rd Degree Domestic Assault after assaulting his wife.
10001102,VANDALISM - OTHER,2010-03-29T00:25:00Z,Inactive,,,Mabel Lee Hall,840 N. 14th St.,UNL ACADEMIC BUILDING,0,200,Glass on a door appears to have been kicked causing damage (estimated at $200).
10001105,SUSPICIOUS ITEM OR PACKAGE (NON-EXPLOSIVE),2010-03-29T08:48:00Z,Inactive,2010-03-28T13:30:00Z,2010-03-28T21:00:00Z,C. Y. Thompson Library,1625 N. 38th St.,LIBRARY,0,0,A librarian at CY Thompson reported suspicious activity.
10001107,MEDICAL EMERGENCY,2010-03-29T11:42:00Z,Cleared By Exception,2010-03-29T11:06:00Z,,College of Business Admin.,512 N. 12th St.,UNL ACADEMIC BUILDING,0,0,UNL student fainted.  Refused transport.
10001118,DISTURBANCE - OTHER,2010-03-29T13:00:00Z,Unfounded,2009-10-01T09:18:00Z,2010-03-30T09:18:00Z,Husker Hall,705 N. 23rd St.,UNL RESIDENCE HALL,0,0,A non-traditional UNL student has reported that she feels she is being stalked by custodial.
10001109,ACCIDENTS - P.D. H&R NOT REPORTABLE,2010-03-29T15:03:00Z,Inactive,2010-03-15T12:00:00Z,2010-03-28T21:00:00Z,N/A,,UNKNOWN,0,400,"Hit and Run accident non-reportable in the Burr Hall parking lot, $400.00 damage."
10001110,VANDALISM - OTHER,2010-03-29T18:14:00Z,Inactive,2010-03-26T21:30:00Z,2010-03-27T15:00:00Z,515 N 19th Parking Lot Vine to,515 N. 19th St.,GOVT. PARKING LOT (UNL),0,75,"Vandalism to vehicle in the 17th R/Vine Street lot, $75.00 damage."
10001117,VANDALISM - OTHER,2010-03-30T08:00:00Z,Inactive,2010-03-26T13:00:00Z,,University Housing,1115 N. 16th St.,GOVT. PARKING LOT (UNL),0,150,Rear driver's side window broken out.  No items taken.
10001121,DISTURBANCE - DOMESTIC,2010-03-30T14:39:00Z,Cleared By Exception,2010-03-30T14:39:00Z,2010-03-30T14:39:00Z,N/A,533 Fletcher Ave.,MULTI-DWELLING (7 + UNITS) off campus,0,0,UNL student possibly being stalked by her ex-boyfriend.
10001122,ALCOHOL - DRUNK,2010-03-30T15:19:00Z,Cleared By Exception,2010-03-30T15:19:00Z,,Andersen Hall,200 Centennial Mall N.,PARK/REC AREA,0,0,Transported person from Andersen Hall to Detox where they were a .212 BAC. Left in care of Detox.
10001124,AUTO THEFT,2010-03-30T16:47:00Z,Closed - Inactive,2010-03-29T14:00:00Z,2010-03-30T16:00:00Z,Boat House,1000 N. 16th St.,GOVT. PARKING LOT (UNL),550,0,2008 Summit Huawin motor scooter stolen from the Boathouse parking lot.
10001129,NARCOTICS - POSSESSION,2010-03-31T00:55:00Z,Cleared By Arrest,2010-03-31T00:55:00Z,2010-03-31T00:55:00Z,Sheldon Memorial Art Gallery,451 N. 12th St.,GOVT. LOT/FIELD (UNL),0,0,CSO observed narcotics activity.  Two UNL students cited/released for Poss of Marijuana < 1 oz and Poss of Drug Paraphernalia.  19 g and 3.5 g
10001131,ACCIDENTS - P.D. NOT REPORTABLE,2010-03-31T11:09:00Z,Cleared By Exception,2010-03-31T11:09:00Z,,N/A,855 N. 16th St.,GOVT. PARKING LOT (UNL),0,800,A two-car non-reportable accident involving a UNL Landscape services vehicle.
10001132,DISTURBANCE - OTHER,2010-03-31T13:03:00Z,Cleared By Arrest,2010-03-31T10:30:00Z,,Fedde Hall,1625 N. 35th St.,UNL RESIDENCE HALL,0,0,Person arrested for making Terroristic Threats against another person.
10001137,ACCIDENTS - P.D. H&R NOT REPORTABLE,2010-03-31T15:59:00Z,Inactive,2010-03-28T14:00:00Z,2010-03-31T15:45:00Z,Burr Hall,1701 N. 35th St.,GOVT. PARKING LOT (UNL),0,300,UNL student discovered damage to her parked vehicle.
10001140,LARCENY - MOTOR VEH. ACCESSORIES,2010-03-31T19:30:00Z,Inactive,2010-03-31T11:30:00Z,2010-03-31T17:50:00Z,Boat House,1000 N. 16th St.,GOVT. PARKING LOT (UNL),150,0,UNL student reported two side covers for motorcycle were stolen.
10001144,LOST OR STOLEN ITEM,2010-03-31T23:21:00Z,Inactive,2010-03-31T22:00:00Z,2010-03-31T23:21:00Z,N/A,City of Lincoln,UNKNOWN,45,0,UNL student lost a wallet and contents.
10001145,TRAFFIC - SUSPENDED DRIVER,2010-04-01T00:30:00Z,Cleared By Arrest,2010-04-01T00:30:00Z,,N/A,Dairy Store Drive and Holdrege Street,STREET,0,0,Non-student cited/released for Driving Under Suspension and Speeding.
10001148,MEDICAL - INHALE INTOXICANT OR HARMFUL VAPORS,2010-04-01T12:12:00Z,Inactive,2010-04-01T12:12:00Z,,Selleck Quad,600 N. 15th St.,UNL RESIDENCE HALL,0,0,OC Spray was released into the air at Selleck Dining Hall. No injuries. No suspects.
10001154,TRAFFIC - SUSPENDED DRIVER,2010-04-01T21:37:00Z,Cleared By Arrest,2010-04-01T21:37:00Z,,N/A,N. 17th Street and Vine Street,STREET,0,0,Non-student cited/lodged in jail for Driving Under Suspension.
10001158,OUTSIDE - O.P.S. OTHER,2010-04-01T23:52:00Z,Cleared By Exception,2010-04-01T23:52:00Z,,N/A,N. 17th Street and Antelope Valley Parkway,STREET,0,0,UNLPD officers observed and stopped a vehicle wanted for a robbery which had just occurred in the city of Lincoln.
10001157,ALCOHOL - USING FALSE I.D.,2010-04-02T00:05:00Z,Cleared By Arrest,2010-04-02T00:05:00Z,,Cather Hall,609 N. 17th St.,SIDEWALK,0,0,"UNL student cited/taken to Detox after being found extremely intoxicated.  Cited for MIP-C, Minor Misrepresenting Age, and Possession of False Identification.  .208 BAC"
10001160,ALCOHOL - DRUNK,2010-04-02T01:40:00Z,Cleared By Exception,2010-04-02T01:40:00Z,2010-04-02T01:40:00Z,N/A,"N. 17th Street and ""R"" Street",SIDEWALK,0,0,UNL student taken to Detox after being contacted for carrying a construction sign.  .233 BAC
10001161,ALCOHOL - USING FALSE I.D.,2010-04-02T02:31:00Z,Cleared By Arrest,,,N/A,N. 14th Street and Vine Street,SIDEWALK,0,0,"Two UNL students contacted for being extremely intoxicated.  Both taken to Detox, one also cited for MIP-C, Minor Misrepresenting Age, and Possession of False ID.  .230 and .194 BAC's."
10001166,LOST OR STOLEN ITEM,2010-04-02T11:33:00Z,Inactive,2010-01-01T13:18:00Z,2010-04-02T13:18:00Z,N/A,430 N. 25th St.,UNKNOWN,5,0,Student reports a paper for International Affairs was lost or stolen
10001167,SS - CHECK WELFARE OF PERSON,2010-04-02T11:44:00Z,Cleared By Exception,2010-04-02T08:27:00Z,2010-04-03T09:43:00Z,Love Library South,"1248 ""R"" St.",LIBRARY,0,0,Welfare check for mental and physical health of a non UNL student.
10001179,ALCOHOL - MINOR IN POSSESSION,2010-04-02T23:22:00Z,Cleared By Arrest,2010-04-02T23:22:00Z,,N/A,N. 16th Street and Vine Street,STREET,0,0,Officer conducted a traffic stop and observed a bottle of alcohol in the driver's purse.  The UNL student was cited/released for MIP.
10001182,ALCOHOL - DRUNK,2010-04-03T01:37:00Z,Cleared By Exception,2010-04-03T01:37:00Z,,N/A,"N. 16th Street and ""U"" Street",SIDEWALK,0,0,Non student contacted for difficulty walking and apparently urinating on the sidewalk.  Taken to Detox.  .258 BAC.
10001183,ALCOHOL - DWI,2010-04-03T02:21:00Z,Cleared By Arrest,2010-04-03T02:21:00Z,,N/A,"""P"" Street and N. 13th Street",STREET,0,0,Non student stopped for driving the wrong way on a one way street.  Arrested for DWI and MIP-C.  .136 BAC.  Two passengers also cited for MIPC.  .098 and .202 BAC.
10001184,FIRE - FALSE ALARM,2010-04-03T03:04:00Z,Cleared By Exception,2010-04-03T03:04:00Z,,Lambda Chi Alpha,"1345 ""R"" St.",OFF CAMPUS/GREEK HOUSING,0,0,A smoke alarm was activated due to burnt food. No damage
10001185,DISTURBANCE - DOMESTIC,2010-04-03T11:47:00Z,Inactive,2010-04-03T11:47:00Z,,1220 N. 14th St.,,GOVT. PARKING LOT (UNL),0,0,A verbal dispute between a non-student and student.
10001186,LOST OR STOLEN ITEM,2010-04-03T15:56:00Z,Inactive,2010-04-03T15:56:00Z,2010-04-03T15:56:00Z,N/A,"N. 12th Street and ""P"" Street",SIDEWALK,3,0,UNL student's card holder lost or stolen in the area of 12th and P st.
10001187,VANDALISM - OTHER,2010-04-03T20:24:00Z,Inactive,,,N/A,1800 State Fair Park Drive,GOVT. LOT/FIELD (UNL),0,25,Wooden window damaged in a building on Innovation campus.
10001188,ALCOHOL - DRUNK,2010-04-03T23:04:00Z,Cleared By Exception,2010-04-03T23:04:00Z,,N/A,Fair Street and N. 35th Street,SIDEWALK,0,0,Non UNL student contacted after a report she hurt her ankle. Discovered to be intoxicated. BAC .020.
10001190,ALCOHOL - DRUNK,2010-04-03T23:51:00Z,Cleared By Exception,,,Food Stores,1100 N. 17th St.,GOVT. PARKING LOT (UNL),0,0,Two non students transported to Detox (.287 and .190 BAC).
10001192,BURGLARY,2010-04-04T09:50:00Z,Cleared By Arrest,2010-04-02T19:30:00Z,2010-04-03T17:00:00Z,Phi Kappa Psi,"1548 ""S"" St.",OFF CAMPUS/GREEK HOUSING,910,0,"Items taken from room at 1548 S street, $910.00 lost."
10001194,"HAZARDS - NON-TRAFFIC (WIRES,TREES,ETC)",2010-04-04T21:10:00Z,Cleared By Exception,2010-04-04T20:33:00Z,,Agricultural Research Farm,8301 Havelock Ave.,GOVT. LOT/FIELD (UNL),0,0,Anhydrous ammonia tank leaking at 84th/Havelock.  Leak stopped by LFR.
10001207,DISTURBANCE - OTHER,2010-04-05T23:47:00Z,Inactive,,,Selleck Quad,600 N. 15th St.,UNL RESIDENCE HALL,0,0,UNL student reported feeling harassed by others.
10001208,ALCOHOL - MINOR IN POSSESSION,2010-04-06T02:03:00Z,Cleared By Exception,2010-04-06T02:03:00Z,,Smith Hall,1120 N. 14th St.,SIDEWALK,0,0,UNL student cited/released to a sober party for MIP-C.  Unable to obtain a BAC sample.
10001233,TELEPHONE - OTHER,2010-04-06T09:18:00Z,Inactive,2010-04-05T20:53:00Z,2010-04-05T21:00:00Z,N/A,,SINGLE FAMILY - off campus,0,0,Report of UNL staff receiving unwanted phone calls.
10001165,TELEPHONE - OTHER,2010-04-06T11:15:00Z,Unfounded,2010-04-06T10:19:00Z,,Love Library South,"1248 ""R"" St.",LIBRARY,0,0,Disturbing phone call at Love Library.
10001211,ACCIDENTS - P.D. REPORTABLE,2010-04-06T12:07:00Z,Cleared By Exception,2010-04-06T12:07:00Z,,N/A,N. 35th Street and East Campus Loop,STREET,0,1800,Two vehicle/non injury accident.
10001224,LARCENY - STOLEN BIKE,2010-04-07T16:46:00Z,Inactive,2010-04-05T21:30:00Z,2010-04-07T11:00:00Z,Cather Hall,609 N. 17th St.,UNL RESIDENCE HALL,300,29,"Bike taken from Cather bike rack, $300.00 loss."
10001226,ACCIDENTS - P.D. H&R NOT REPORTABLE,2010-04-07T18:42:00Z,Cleared By Arrest,2010-04-07T10:10:00Z,,14th & Avery Parking Garage,1111 N. 14th St.,GOVT. PARKING GARAGE (UNL),0,750,"Hit and Run accident in the 14th and Avery Parking Garage, $750.00 damage."
10001232,ACCIDENTS - P.D. NOT REPORTABLE,2010-04-08T11:51:00Z,Cleared By Exception,2010-04-08T11:51:00Z,,Love Library South,"1248 ""R"" St.",GOVT. PARKING LOT (UNL),0,1100,"State vehicle involved  in one vehicle accident by Love Library, $1000.00 damage."
10001236,FALSE INFORMATION - GIVEN TO OFC.,2010-04-08T14:22:00Z,Cleared By Arrest,2010-04-08T14:22:00Z,,N/A,605 S. 10th St.,COUNTY-CITY BLDG,0,0,Person cited for having in possession a fake drivers license.
10001235,ACCIDENTS - P.D. H&R NOT REPORTABLE,2010-04-08T14:38:00Z,Cleared By Arrest,2010-04-08T14:37:00Z,,Jackie Gaughan Multicultural Center,"1505 ""S"" St.",GOVT. PARKING LOT (UNL),0,750,"Person cited for leaving the scene of an accident, no driver license, and unsafe backing, for a hit and run accident in the East City Union parking lot, $750.00 damage."
10001238,BURGLARY,2010-04-08T15:35:00Z,Unfounded,2010-03-16T15:00:00Z,2010-04-08T15:15:00Z,"1820 ""R"" St.",,"UNL SUPPORT FACILITY (office, service)",0,50,"Door damaged in the 1820 R Street building, $50.00 damage."
10001240,VANDALISM - OTHER,2010-04-08T19:04:00Z,Inactive,2010-04-07T02:00:00Z,2010-04-07T02:30:00Z,Delta Tau Delta,715 N. 16th St.,OFF CAMPUS/GREEK HOUSING,0,800,"Vandalism to vehicle at 715 N 16th, $800.00 damage."
10001243,ASSAULT - NON DOMESTIC,2010-04-09T01:03:00Z,Cleared By Arrest,2010-04-09T01:03:00Z,,Alexander Building,"1410 ""Q"" St.",GOVT. PARKING LOT (UNL),0,0,UNL student assaulted another student by pushing him to the ground causing injury.  One cited for 3rd Degree Assault and MIP-C.  .198 and .266 BAC's.
10001250,MEDICAL EMERGENCY,2010-04-09T13:14:00Z,Cleared By Exception,2010-04-09T13:14:00Z,,N/A,30/Vine-U,STREET,0,0,A non-student had a seizure while driving. She was transported to Bryan LGH West for further treatment.
10001251,"PROPERTY DAMAGE - UNINTENTIONAL,NON TRAFFIC",2010-04-09T14:27:00Z,Inactive,2010-04-09T14:27:00Z,,N/A,N. 23rd Street and Vine Street,STREET,0,100,A non-student reported unintentional property damage caused by a UNL lawnmower.
10001252,MEDICAL EMERGENCY,2010-04-09T16:04:00Z,Cleared By Exception,2010-04-09T16:04:00Z,,Union-City,"1400 ""R"" St.","UNL SUPPORT FACILITY (office, service)",0,0,An elderly man was transported to Bryan LGH East for chest pains.
10001257,ALCOHOL - MINOR IN POSSESSION,2010-04-09T23:31:00Z,Cleared By Arrest,2010-04-09T23:31:00Z,,N/A,New Hampshire Street and N. 12th Street,SIDEWALK,0,0,Non student was observed walking past an officer with alcoholic beverages.  Cited/Detox for MIP-C.  .128 BAC.
10001268,NARCOTICS - POSSESSION,2010-04-11T00:28:00Z,Cleared By Arrest,2010-04-11T00:28:00Z,,Harper Hall,1150 N. 14th St.,UNL RESIDENCE HALL,0,0,UNL student cited/released for Poss. of Marijuana less than an Ounce and Poss. of Drug Paraphernalia.
10001271,LITTERING,2010-04-11T01:17:00Z,Cleared By Arrest,2010-04-11T01:17:00Z,,Kabredlo's,"1540 ""P"" St.",COMMERCIAL PARKING LOT,0,0,Non UNL student cited/released for Littering (Urinating on State Property).
10001273,ALCOHOL - MINOR IN POSSESSION,2010-04-11T01:33:00Z,Cleared By Arrest,2010-04-11T01:33:00Z,,Phi Gamma Delta,"1425 ""R"" St.",SIDEWALK,0,0,UNL student cited for MIP-C and taken to detox (.164 BAC).
10001275,MEDICAL EMERGENCY,2010-04-11T02:35:00Z,Cleared By Arrest,2010-04-11T02:35:00Z,,Selleck Quad,600 N. 15th St.,UNL RESIDENCE HALL,0,0,UNL student transported to Bryan/LGH West for alcohol poisoning (.150 BAC on a partial sample).
10001277,ALCOHOL - MINOR IN POSSESSION,2010-04-11T02:43:00Z,Cleared By Arrest,2010-04-11T02:43:00Z,,N/A,940 N 17th St.,GOVT. PARKING LOT (UNL),0,0,One UNL student cited/released for MIP (.054 BAC) and another UNL student cited for MIP (.150 BAC) and taken to detox.
10001281,"PROPERTY DAMAGE - UNINTENTIONAL,NON TRAFFIC",2010-04-11T11:30:00Z,Cleared By Exception,2010-04-11T11:30:00Z,,Food Industry Complex,1625 Arbor Drive,OTHER RETAIL BUS.,0,5000,Water leak on 3rd floor causing water damage to ceiling tiles.
10001285,TRESPASSING,2010-04-12T09:18:00Z,Cleared By Exception,2010-04-12T09:18:00Z,,Selleck Quad,600 N. 15th St.,UNL RESIDENCE HALL,0,0,"Non student contacted by UNL Housing Staff inside Selleck Quad.  Was not a guest, given a ban and bar policy letter."
10001286,LARCENY - MOTOR VEH. ACCESSORIES,2010-04-12T16:17:00Z,Inactive,2010-04-05T00:00:00Z,2010-04-09T13:30:00Z,626 N. 14th St.,626 N. 14th St.,GOVT. PARKING GARAGE (UNL),160,100,"A CD/MP3 player was taken from a vehicle while it was parked in the 14th, and Avery Garage, $16.00 loss."
10001292,FIRE (WORKING) - NO ALARM,2010-04-12T21:13:00Z,Cleared By Exception,2010-04-12T21:13:00Z,2010-04-12T21:13:00Z,N/A,1800 State Fair Park Drive,CONSTRUCTION SITE,0,0,Scrap pile caught on fire. No damage.
10001296,ALCOHOL - BUY/PROCURE FOR MINORS,2010-04-13T00:30:00Z,Cleared By Arrest,2010-04-10T23:30:00Z,2010-04-11T00:30:00Z,N/A,"""A"" Street and S. 18th Street",SINGLE FAMILY - off campus,0,0,UNL student cited/released for Procuring Alcohol for a Minor. Related to case number 10001275.
10001301,TRAFFIC - SUSPENDED DRIVER,2010-04-13T04:03:00Z,Cleared By Arrest,2010-04-13T04:03:00Z,,N/A,N. 14th Street and Vine Street,STREET,0,0,A non-student was cited and lodged for DUS.
10001302,MEDICAL EMERGENCY,2010-04-13T11:14:00Z,Inactive,2010-04-13T11:14:00Z,,University Health Center,"1500 ""U"" St.",HOSPITAL/CLINIC/ETC,0,0,A student was transported to Bryan LGH West for chest pains.
10001309,VANDALISM - OTHER,2010-04-13T22:57:00Z,Inactive,,,C. Y. Thompson Library,1625 N. 38th St.,LIBRARY,0,0,Bathroom stall and door vandalized.
10001313,LARCENY - STOLEN BIKE,2010-04-14T12:37:00Z,Inactive,2010-04-13T21:30:00Z,2010-04-14T12:37:00Z,Westbrook Music Building,"1104 ""R"" St.",UNL ACADEMIC BUILDING,175,0,A UNL student reported her bicycle stolen from Westbrook.
10001317,MEDICAL EMERGENCY,2010-04-14T19:50:00Z,Inactive,2010-04-14T19:50:00Z,,Love Library North,"1300 ""R"" St.",SIDEWALK,0,0,Student experiencing shortness of breath.  Refused transport.
10001318,MEDICAL EMERGENCY,2010-04-14T20:48:00Z,Cleared By Exception,2010-04-14T20:48:00Z,,Harper Hall,1150 N. 14th St.,SIDEWALK,0,0,Two bicyclists collided on the Antelope Valley bike path.  Minor injuries.
10001331,LOST OR STOLEN ITEM,2010-04-14T22:09:00Z,Inactive,,,N/A,,UNKNOWN,48300,0,Shipment of books have been unaccounted for and deemed missing within an uknown time frame.
10001320,DISTURBANCE - OTHER,2010-04-15T01:22:00Z,Cleared By Exception,2010-04-15T01:22:00Z,2010-04-15T01:22:00Z,Andersen Hall,200 Centennial Mall N.,GOVT. PARKING LOT (UNL),0,0,Two non-students taken to Detox after an altercation involving a third party.  No citations issued.  .276 and .220 BAC's.
10001325,FRAUD - FAIL TO RETURN RENTED/BORROWED ITEM,2010-04-15T12:32:00Z,Cleared By Exception,2010-01-27T16:38:00Z,2010-04-15T12:32:00Z,Love Library South,"1248 ""R"" St.",LIBRARY,2800,0,A UNL student failed to return a camera that was checked out from Love Library
10001329,ACCIDENTS - P.D. REPORTABLE,2010-04-15T19:48:00Z,Inactive,2010-04-15T19:48:00Z,,N/A,,GOVT. PARKING LOT (UNL),0,1,Minor damage to a UNLPD owned vehicle.
10001333,VANDALISM - OTHER,2010-04-16T07:48:00Z,Inactive,2010-04-16T02:10:00Z,,Kauffman Hall,630 N. 14th St.,STREET,0,500,A UNL student reported a vandalism to a motorcycle.
10001336,VANDALISM - OTHER,2010-04-16T10:49:00Z,Inactive,2010-04-15T15:00:00Z,2010-04-16T09:00:00Z,N/A,19th/Vine-S,GOVT. PARKING LOT (UNL),0,500,A UNL student reported a vandalism to a vehicle.
10001337,ACCIDENTS - P.D. H&R NOT REPORTABLE,2010-04-16T13:37:00Z,Inactive,2010-04-11T16:30:00Z,2010-04-15T19:00:00Z,14th & Avery Parking Garage,1111 N. 14th St.,GOVT. PARKING GARAGE (UNL),0,0,UNL student's vehicle damaged while parked in the parking garage.
10001341,VANDALISM - OTHER,2010-04-16T14:47:00Z,Inactive,2010-04-15T23:00:00Z,2010-04-16T13:00:00Z,Burr Hall,1701 N. 35th St.,GOVT. PARKING LOT (UNL),0,100,UNL student's vehicle damaged while parked in the Burr parking lot.
10001350,ALCOHOL - DRUNK,2010-04-16T20:52:00Z,Cleared By Exception,2010-04-16T20:52:00Z,,Temple Building,"1201 ""R"" St.",SIDEWALK,0,0,Transient taken to detox (.290 BAC).
10001354,OUTSIDE - O.P.S. OTHER,2010-04-17T00:59:00Z,Cleared By Exception,2010-04-17T00:59:00Z,,Andersen Hall,200 Centennial Mall N.,GOVT. PARKING LOT (UNL),0,0,UNLPD assisted LPD in a foot pursuit with a non-student.
10001357,ALCOHOL - DRUNK,2010-04-17T01:22:00Z,Cleared By Exception,,,N/A,N. 16th Street and Vine Street,OFF CAMPUS/GREEK HOUSING,0,0,Two non-students contacted and taken to detox (.105 & .223 BAC).
