Case #,Incident Code,Report Time,Case Status,Start Occurred,End Occurred,Building,Location 1,Location 2,Stolen,Damaged,Summary
7001239,LARCENY - OTHER OR FROM OPEN AREA,2007-03-28T22:49:00Z,Inactive,2007-03-28T20:30:00Z,2007-03-28T22:30:00Z,N/A,1701 Vine St.,GOVT. LOT/FIELD (UNL),110,0,"Student playing at the rec field 1701 Vine Street had his shoes, cell phone N card room key and soccer ball stolen."
7001243,NARCOTICS - POSSESSION,2007-03-29T01:43:00Z,Cleared By Arrest,2007-03-29T01:43:00Z,,N/A,515 N. 19th St.,GOVT. LOT/FIELD (UNL),0,0,"2 Students contacted 19th SA to Vine street, strong odor of marijuana in air. 1 Student handed Sergeant Plessel a partially smoked marijuana cigarette."
7001240,MEDICAL EMERGENCY,2007-03-29T04:16:00Z,Inactive,2007-03-29T00:09:00Z,,Selleck Quad,,UNL RESIDENCE HALL,0,0,"Student at Selleck complaining of chest pains, taken to Bryan LGH East. LFR did not feel the situation was life threatening."
7001249,ACCIDENTS - P.D. NOT REPORTABLE,2007-03-29T12:17:00Z,Inactive,2007-03-29T12:17:00Z,,University Housing,1115 N. 16th St.,GOVT. PARKING LOT (UNL),0,2000,"Honda CR-V  Vs. Nissan Xterra, No State Form."
7001250,TRESPASSING,2007-03-29T12:44:00Z,Cleared By Exception,2007-03-29T12:44:00Z,,Love Library South,"1248 ""R"" St.","UNL SUPPORT FACILITY (office, service)",0,0,Transient observed viewing pornography on a computer in Love Library. Issued a UNL Trespass Policy Letter. No citation.
7001256,DISTURBANCE - DOMESTIC,2007-03-29T20:00:00Z,Inactive,,2007-03-29T20:00:00Z,The Courtyards,733 N. 17th St.,UNL RESIDENCE HALL,0,0,Female reports ex-boyfriend is making unwanted contact with her through phone messages and the computer.
7001258,MEDICAL EMERGENCY,2007-03-29T21:52:00Z,Inactive,2007-03-29T21:52:00Z,,Harper Hall,1150 N. 14th St.,UNL RESIDENCE HALL,0,0,"Medical Units dispatched to Harper Hall on an intoxicated female.  The female was passed out, slow breathing and unresponsive.  LFR transported the female to Bryan LGH for observations."
7001259,MEDICAL EMERGENCY,2007-03-29T23:37:00Z,Inactive,2007-03-29T23:37:00Z,,Selleck Quad,600 N. 15th St.,UNL RESIDENCE HALL,0,0,Male party having a seizure.  Transported to St. Elizabeth's Hospital for further treatment.  Non-life threatening.
7001261,LITTERING,2007-03-30T00:58:00Z,Cleared By Arrest,2007-03-30T00:58:00Z,2007-03-30T00:58:00Z,Andersen Hall,200 Centennial Mall N.,GOVT. PARKING LOT (UNL),0,0,Two males observed urinating in the Andersen Hall parking lot.  Both cited and released.
7001263,ALCOHOL - DWI,2007-03-30T01:41:00Z,Cleared By Arrest,2007-03-30T01:41:00Z,2007-03-30T01:41:00Z,N/A,N. 17th Street and Vine Street,STREET,0,0,"Vehicle stopped for speeding.  Found to be suspended and intoxicated.  Arrested and tested .254 BAC.  Transported to Detox where he was admitted.  Cited for DWI, DUS, Speeding and Straddling Lane Lines."
7001266,LARCENY - FROM BUILDING,2007-03-30T08:54:00Z,Cleared By Arrest,2007-03-29T10:15:00Z,2007-03-30T08:40:00Z,The Village,1055 N. 16th St.,UNL APARTMENT,450,0,Television stolen from 2nd floor elevator lobby.
7001267,TELEPHONE - OBSCENE CALLS,2007-03-30T10:41:00Z,Inactive,2007-03-30T10:41:00Z,,Burnett Hall,"1220 ""T"" St.",UNL ACADEMIC BUILDING,0,0,Documentation only.
7001271,LARCENY - FROM MOTOR VEHICLE,2007-03-30T16:56:00Z,Inactive,2007-03-30T13:30:00Z,2007-03-30T16:50:00Z,Vet Basic Sciences,4150 Fair St.,GOVT. PARKING LOT (UNL),675,175,"Felony loss amount. CD Player, Camera, Purse and Credit Cards. Window shattered by unknown means."
7001278,NARCOTICS - POSSESSION,2007-03-30T21:56:00Z,Cleared By Arrest,2007-03-30T21:56:00Z,,N/A,"N. 17th Street and ""X"" Street",STREET,0,0,"Vehicle violated stop sign.  Driver was cited and released for Possession of Marijuana < 1 oz. (1.2 grams), Stop Sign Violation and Fail to Yield Right of Way at an intersection.  Minor passenger was cited and released for Possession of Alcohol."
7001282,ASSAULT - NON DOMESTIC,2007-03-31T02:04:00Z,Cleared By Arrest,2007-03-31T02:04:00Z,,Sigma Alpha Epsilon,,OFF CAMPUS/GREEK HOUSING,0,0,Officer dispatched to emergency room at Bryan LGH West reference a male who had been assaulted.  Non-life threatening.
7001283,ALCOHOL - DWI,2007-03-31T03:02:00Z,Cleared By Arrest,2007-03-31T03:02:00Z,,N/A,"N. 16th Street and ""R"" Street",STREET,0,0,Vehicle stopped for wrong way on one way street.  Driver found to be intoxicated.  Arrested and tested .148 BAC.  Transported to Detox where he was admitted.  Cited for DWI/Wrong Way on One Way street.
7001286,MEDICAL EMERGENCY,2007-03-31T11:02:00Z,Cleared By Exception,2007-03-31T11:02:00Z,,N/A,N. Antelope Valley Parkway and Military Road,STREET,0,0,Private
7001291,NARCOTICS - POSSESSION,2007-04-01T00:55:00Z,Cleared By Arrest,2007-04-01T00:55:00Z,,Abel Hall,860 N. 17th St.,UNL RESIDENCE HALL,0,0,"UNL student contacted for the smell of marijuana coming from his room.  Contact yielded 1.9 grams of marijuana, three pipes and a grinder.  Cited and released for possession of marijuana and paraphernalia."
7001292,ALCOHOL - DWI,2007-04-01T01:33:00Z,Cleared By Arrest,2007-04-01T01:33:00Z,,N/A,"""Q"" Street and N. 13th Street",STREET,0,0,Male stopped at 13th and R street for driving without headlights at night. Had signs of impairment due to alcohol. B.A.C. .180.
7001293,MEDICAL EMERGENCY,2007-04-01T02:06:00Z,Inactive,2007-04-01T01:30:00Z,,Schramm Hall,,UNL RESIDENCE HALL,0,0,"A student took what he claimed to be 6 vicodin then started acting ""out of it"" according to friends. Pty taken to Bryan LGH West by LFR."
7001294,ALCOHOL - DWI,2007-04-01T03:17:00Z,Cleared By Arrest,2007-04-01T03:17:00Z,,N/A,N. 32nd Street and Holdrege Street,STREET,0,0,"Pty stopped for DWI .214 BAC. Non Student, amended report."
7001295,BURGLARY,2007-04-01T11:12:00Z,Cleared By Exception,2007-03-31T17:00:00Z,2007-04-01T11:00:00Z,Sigma Alpha Epsilon,635 N. 16th St.,OFF CAMPUS/GREEK HOUSING,3350,0,Burglary at the SAE fraternity house where several items were taken out of a member's shut but not secured room.
7001296,ACCIDENTS - P.D. H&R REPORTABLE,2007-04-01T15:39:00Z,Inactive,2007-03-31T22:30:00Z,2007-04-01T11:00:00Z,Alpha Tau Omega,"1433 ""R"" St.",GOVT. PARKING LOT (UNL),0,800,Hit and run accident in the ATO parking lot.
7001297,LARCENY - STOLEN BIKE,2007-04-01T17:09:00Z,Inactive,2007-03-31T18:00:00Z,2007-04-01T13:00:00Z,Cather Hall,609 N. 17th St.,UNL RESIDENCE HALL,600,0,Bike taken from the west side of Cather Hall.
7001298,BURGLARY,2007-04-01T17:10:00Z,Cleared By Exception,2007-03-31T17:00:00Z,2007-04-01T11:00:00Z,Sigma Alpha Epsilon,635 N. 16th St.,OFF CAMPUS/GREEK HOUSING,1200,0,Unknown person(s) entered a parties room and removed his laptop computer at the Sigma Alpha Epsilon house.
7001301,BURGLARY,2007-04-02T07:31:00Z,Cleared By Exception,2007-03-31T17:00:00Z,2007-04-02T07:00:00Z,Sigma Alpha Epsilon,635 N. 16th St.,OFF CAMPUS/GREEK HOUSING,2420,0,Stolen laptop from the fraternity
7001303,VANDALISM - BY GRAFFITI,2007-04-02T09:59:00Z,Inactive,2007-04-01T01:00:00Z,2007-04-01T17:00:00Z,The Village,1055 N. 16th St.,UNL APARTMENT,0,50,Vandalism to an exterior door of The Village. The damage was caused by some type of graffiti.
7001304,FRAUD - FAIL TO RETURN RENTED/BORROWED ITEM,2007-04-02T10:15:00Z,Cleared By Exception,2007-02-21T13:00:00Z,2007-04-02T11:06:00Z,Burnett Hall,"1220 ""T"" St.",UNL ACADEMIC BUILDING,100,0,A graduate student failed to return a piece of electronic equipment within the designated time frame.
7001306,VANDALISM - BY GRAFFITI,2007-04-02T12:09:00Z,Inactive,2007-03-30T17:00:00Z,2007-04-02T12:09:00Z,Splinter Laboratories,2000 N. 35th St.,"UNL SUPPORT FACILITY (office, service)",0,150,Exterior wall of the Tractor Test Lab was damaged by graffiti.
7001305,LOST OR STOLEN ITEM,2007-04-02T12:46:00Z,Inactive,2007-03-31T19:30:00Z,2007-03-02T22:00:00Z,Union-City,"1400 ""R"" St.","UNL SUPPORT FACILITY (office, service)",0,0,Student lost his debit card in the UNL Bookstore
7001309,"PROPERTY DAMAGE - UNINTENTIONAL,NON TRAFFIC",2007-04-02T14:43:00Z,Inactive,2007-04-02T09:30:00Z,2007-04-02T14:40:00Z,Memorial Stadium,740 Stadium Drive,GOVT. PARKING LOT (UNL),0,300,Hit and Run non-injury accident South of the Stadium.
7001310,TRESPASSING,2007-04-02T15:06:00Z,Cleared By Arrest,2007-04-02T15:06:00Z,,University Health Center,"1500 ""U"" St.",HOSPITAL/CLINIC/ETC,0,0,Party arrested and lodged for trespassing in the Health center. Party was on the ban and bar list.
7001312,LARCENY - STOLEN BIKE,2007-04-02T15:54:00Z,Inactive,2007-03-30T13:20:00Z,2007-04-02T12:10:00Z,Avery Hall,"1144 ""T"" St.",UNL ACADEMIC BUILDING,350,20,Bike taken from bike rack by Avery Hall.
7001313,ACCIDENTS - P.D. H&R NOT REPORTABLE,2007-04-02T17:02:00Z,Inactive,2007-04-02T11:00:00Z,2007-04-02T12:00:00Z,North Stadium,,GOVT. PARKING LOT (UNL),0,500,Hit and Run non-injury accident North Stadium lot or Target lot North 48th.
7001315,BURGLARY,2007-04-02T18:46:00Z,Cleared By Exception,2007-03-31T16:00:00Z,2007-04-01T15:00:00Z,N/A,635 N. 16th St.,OFF CAMPUS/GREEK HOUSING,250,0,"Burglary, item taken from parties room at 635 N 16th."
7001317,BURGLARY,2007-04-02T19:21:00Z,Inactive,2007-04-01T02:00:00Z,2007-04-01T14:00:00Z,Theta Xi,"1535 ""R"" St.",OFF CAMPUS/GREEK HOUSING,1350,0,Two Portraits taken from the Theta Xi house.
7001318,VANDALISM - BY GRAFFITI,2007-04-02T19:31:00Z,Unfounded,2007-04-02T16:30:00Z,2007-04-02T19:00:00Z,Splinter Laboratories,2000 N. 35th St.,UNL ACADEMIC BUILDING,0,150,Unknown person(s) spray painted building and sidewalk at tractor Testing building East Campus.
7001321,VANDALISM - BY GRAFFITI,2007-04-03T02:05:00Z,Inactive,2007-03-30T12:00:00Z,2007-03-31T12:00:00Z,Alpha Tau Omega,"1433 ""R"" St.",OFF CAMPUS/GREEK HOUSING,0,50,"Vandalism by grafitti at Alpha Tau Omega, does not appear to be gang related."
7001322,NARCOTICS - POSSESSION,2007-04-03T03:58:00Z,Cleared By Arrest,2007-04-03T03:58:00Z,2007-04-03T03:58:00Z,The Courtyards,733 N. 17th St.,UNL RESIDENCE HALL,0,0,while contacting a student suspected of smoking marijuana a 1.8 gram bag of marijuana fell out of his left front pocket while showing us all he had was cigarettes.
7001328,MEDICAL EMERGENCY,2007-04-03T21:30:00Z,Inactive,2007-04-03T21:30:00Z,,Mabel Lee Hall,"1525 ""W"" St.",GOVT. LOT/FIELD (UNL),0,0,"Student playing Rugby dislocated his kee, transported to Bryan LGH West, BY lfr."
7001327,LARCENY - GAS FROM SELF SERVICE PUMP,2007-04-03T21:32:00Z,Inactive,2007-04-03T21:28:00Z,,Kabredlo's,"1540 ""P"" St.",GAS/SERVICE STATION,27.99,0,Veb deove off without paying for $17.99 in gas.from Kabradlos' 1540 P street. No description other than white veh. w/m.
7001331,ALCOHOL - DRUNK,2007-04-04T08:06:00Z,Inactive,2007-04-04T08:06:00Z,,H.S.S. Food Service Bldg.,1140 N. 14th St.,UNL RESIDENCE HALL,0,0,Transient contacted in HSS Food Service Area. Taken to Detox and tested a .230 BAC.
7001335,LOST OR STOLEN ITEM,2007-04-04T14:37:00Z,Cleared By Exception,2007-04-04T11:30:00Z,2007-04-04T12:15:00Z,N/A,,SIDEWALK,0,0,Subject went for a run and lost wallet and contents along the way.
7001339,ACCIDENTS - P.D. H&R NOT REPORTABLE,2007-04-04T23:33:00Z,Inactive,2007-04-02T21:30:00Z,2007-04-04T19:30:00Z,17 & R Parking Garage,300 N. 17th St.,GOVT. PARKING GARAGE (UNL),0,500,A student reported her vehicle had been struck while parked in the 17th & R parking garage by another  which had left the scene.
7001342,ALCOHOL - MINOR IN POSSESSION,2007-04-05T02:37:00Z,Cleared By Arrest,2007-04-05T02:37:00Z,2007-04-05T02:37:00Z,Sandoz Hall,820 N. 17th St.,UNL RESIDENCE HALL,0,0,"student who was found to be intoxicated harrasing other students in sandoz hall, attempted to urinate outside of bldg when contacted by ofc pty ran and showed a false id. Lodged.. .225 BAC. ."
7001343,FALSE INFORMATION - GIVEN TO OFC.,2007-04-05T04:45:00Z,Cleared By Arrest,2007-04-05T04:45:00Z,,N/A,"N. 17th Street and ""R"" Street",STREET,0,0,Non Student stopped on traffic violation found to be DUS and responsible for false information. Lodged for DUS.
7001346,LOST OR STOLEN ITEM,2007-04-05T12:11:00Z,Inactive,2007-03-30T12:00:00Z,2007-03-30T13:00:00Z,Selleck Quad,600 N. 15th St.,GOVT. LOT/FIELD (UNL),95,0,Lost cell phone outside of Selleck.
7001347,LARCENY - OTHER OR FROM OPEN AREA,2007-04-05T13:02:00Z,Inactive,,2007-04-05T13:22:00Z,N/A,N. 14th Street and Avery Avenue,SIDEWALK,75,0,Stop sign at 14th and Avery Ave found to be missing.
7001353,SEX OFFENSE - INDECENT EXPOSURE,2007-04-05T23:40:00Z,Cleared By Arrest,2007-04-05T23:40:00Z,,N/A,"N. 17th Street and ""R"" Street",STREET,0,0,Male non-student contacted for having his pants pulled down and exposing his buttocks.  Cited and Released.
7001354,MEDICAL EMERGENCY,2007-04-06T00:39:00Z,Inactive,2007-04-06T00:39:00Z,2007-04-06T00:39:00Z,Schramm Hall,1130 N. 14th St.,UNL RESIDENCE HALL,0,0,19 yoa female student intoxicated in lobby.  In and out of consciousness.  Tested .147 BAC.  LFR transported female to Bryan LGH West for further evaluation.
7001358,TRESPASSING,2007-04-06T03:03:00Z,Cleared By Exception,2007-04-06T03:03:00Z,2007-04-06T03:03:00Z,Nebraska Union,,"UNL SUPPORT FACILITY (office, service)",0,0,Transient contacted sleeping in the City Union after hours.  Issued a UNL Trespass Policy Letter and released.
7001362,MEDICAL EMERGENCY,2007-04-06T10:04:00Z,Inactive,2007-04-06T10:04:00Z,,Union-City,"1400 ""R"" St.","UNL SUPPORT FACILITY (office, service)",0,0,Private
7001365,FIRE (WORKING) - ALARM,2007-04-06T13:16:00Z,Inactive,2007-04-06T13:16:00Z,,Abel Hall,860 N. 17th St.,UNL RESIDENCE HALL,0,0,Smoke in the trash room at Abel Hall. Unknown cause. LFR extinguished it. No/minimal damage at this time.
7001366,NARCOTICS - POSSESSION,2007-04-06T16:05:00Z,Cleared By Arrest,2007-04-06T16:05:00Z,2007-04-06T16:05:00Z,Cather Hall,609 N. 17th St.,UNL RESIDENCE HALL,0,0,UNL student contacted in her room because of the odor of burning marijuana. Cited/released for poss. of marijuana less than ounce and poss. of drug paraphernalia.
7001368,TRESPASSING,2007-04-06T22:25:00Z,Cleared By Arrest,2007-04-06T22:25:00Z,,17 & R Parking Garage,300 N. 17th St.,GOVT. PARKING GARAGE (UNL),0,0,Transient contacted sleeping in lobby.  He had been Ban and Barred from UNL Property on 02/02/2003 case #03000248.  Cited and Released.
7001369,ALCOHOL - DWI,2007-04-07T01:13:00Z,Cleared By Arrest,2007-04-07T01:13:00Z,,N/A,"N. 16th Street and ""S"" Street",STREET,0,0,Non student stopped for driving wrong way on a one way street. Impairment observed. Tested a .221 BAC. Taken to Detox and cited for DWI and Wrong Way on a One Way Street.
7001370,DISTURBANCE - OTHER,2007-04-07T02:29:00Z,Cleared By Arrest,2007-04-07T02:29:00Z,,N/A,"1710 ""R"" St.",GOVT. PARKING LOT (UNL),0,0,Student observed walking on a vehicle located in the lot.  Stated he was trying to take the quickest route.  No damage to vehicle.  Cited and released for Criminal Mischief.
7001374,TRAFFIC - SUSPENDED DRIVER,2007-04-07T12:36:00Z,Cleared By Arrest,2007-04-07T12:36:00Z,,N/A,"N. 11th Street and ""O"" Street",STREET,0,0,Traffic stop yielded a suspended driver with a warrant. Search incident to arrest yielded an open container of alcohol.
7001376,LOST OR STOLEN ITEM,2007-04-07T14:27:00Z,Inactive,2007-03-28T18:00:00Z,2007-03-29T12:00:00Z,Love Library South,"1248 ""R"" St.",LIBRARY,50,0,Student puportedly lost her cell phone in Love Library. Report for insurance purposes only.
7001377,VANDALISM - OTHER,2007-04-07T15:30:00Z,Inactive,2007-04-07T16:18:00Z,2007-04-07T13:00:00Z,Haymarket Park,403 Line Drive,SPORT FACILITIES,0,75,UNL van vandalized during NU/Oklahoma State baseball game.
7001383,MISC - OTHER,2007-04-08T14:08:00Z,Inactive,2007-04-08T14:00:00Z,2007-04-08T14:10:00Z,N/A,N. 48th Street and Leighton Avenue,GOVT. LOT/FIELD (UNL),0,0,suspicious parties dead man creed and 48th street.
7001386,TRESPASSING,2007-04-08T20:24:00Z,Cleared By Arrest,2007-04-08T20:24:00Z,,N/A,N. 14th Street and Salt Creek Roadway,TRANSPORTATION SERVICE,0,0,Party cited for trespass for climbing the BNSF fence at 14th and Salt Creed Roadway.
7001389,MISC - OTHER,2007-04-08T23:07:00Z,Cleared By Arrest,2007-04-08T23:07:00Z,,N/A,"""T"" Street and N. 10th Street",STREET,0,0,Motorist stopped for speeding and found to be consuming alcohol. Cited for speeding and open container. Driver was not impaired.
7001390,NARCOTICS - POSSESSION,2007-04-09T01:24:00Z,Cleared By Arrest,2007-04-09T01:24:00Z,,N/A,840 N. 17th St.,GOVT. PARKING LOT (UNL),0,0,UNL student arrested in parking lot after being spotted smoking marijuana. 7.8 grams and two pipes recovered.
7001392,TRESPASSING,2007-04-09T08:55:00Z,Cleared By Arrest,2007-04-09T08:55:00Z,,N/A,N. 14th Street and Salt Creek Roadway,TRANSPORTATION SERVICE,0,0,"Transient trespassing between the fences, along the RR tracks at 14th and Salt Creek Rdwy."
7001393,LOST OR STOLEN ITEM,2007-04-09T09:50:00Z,Inactive,2007-04-04T18:30:00Z,2007-04-04T21:15:00Z,Mabel Lee Hall,840 N. 14th St.,UNL ACADEMIC BUILDING,5,0,Lost wallet and misc credit cards.
7001394,DISTURBANCE - OTHER,2007-04-09T12:41:00Z,Cleared By Arrest,2007-04-09T11:27:00Z,,Stadium Drive Parking Garage,625 Stadium Drive,"UNL SUPPORT FACILITY (office, service)",0,0,UNL student cited for Disturbing the Peace after threatening a Parking Services employee.
7001395,LARCENY - STOLEN BIKE,2007-04-09T14:22:00Z,Inactive,2007-04-09T13:00:00Z,2007-04-09T13:45:00Z,Selleck Quad,600 N. 15th St.,UNL RESIDENCE HALL,270,0,Unlocked bike taken from bike rack by Selleck Hall.
7001397,"PROPERTY DAMAGE - UNINTENTIONAL,NON TRAFFIC",2007-04-09T14:45:00Z,Inactive,2007-04-06T17:00:00Z,2007-04-08T20:00:00Z,The Courtyards,733 N. 17th St.,UNL APARTMENT,0,50,Bike possible hit by vehicle while in bike rack North side of The Courtyards.
7001399,OUTSIDE - O.P.S. OTHER,2007-04-09T16:13:00Z,Inactive,2006-08-18T00:00:00Z,2006-08-18T01:11:00Z,N/A,5034 Madison Ave.,UNKNOWN,0,0,OPS report on stolen laptop.
7001402,NARCOTICS - POSSESSION,2007-04-09T21:27:00Z,Cleared By Arrest,2007-04-09T21:09:00Z,,N/A,"N. 23rd Street and ""T"" Street",STREET,0,0,"2 Non Students stopped on traffic violation, driver found to have a warrant, passenger found to be in poss of drug paraphernalia and under an oz of marijuana."
7001405,DISTURBANCE - OTHER,2007-04-10T00:20:00Z,Cleared By Arrest,2007-04-10T00:20:00Z,2007-04-10T00:20:00Z,U Stop,"N. 17th Street and ""Q"" Street",CONVENIENCE STORE,0,0,Non Student causing a minor dist. at the U Stop 240 N.17th. Taken to Detox refused to comply and caused another disturbance at Detox. Lodged in Jail.
7001409,ALCOHOL - MINOR IN POSSESSION,2007-04-10T15:12:00Z,Cleared By Arrest,2007-04-10T15:12:00Z,,Kauffman Hall,630 N. 14th St.,UNL RESIDENCE HALL,0,0,Party arrested for MIP and Trespass in Kaufmann Hall.
7001411,LARCENY - FROM MOTOR VEHICLE,2007-04-10T16:30:00Z,Inactive,2007-04-08T15:00:00Z,2007-04-10T16:30:00Z,Abel Hall,860 N. 17th St.,GOVT. PARKING LOT (UNL),200,300,Stereo taken from vehicle parked in the Abel Hall parking lot.
7001412,LARCENY - FROM MOTOR VEHICLE,2007-04-10T16:59:00Z,Inactive,2007-04-10T11:30:00Z,2007-04-10T16:55:00Z,N/A,3701 Fair St.,GOVT. PARKING LOT (UNL),150,125,Stereo taken from vehicle while parked in the 3701 Fair st. lot.
7001415,ALCOHOL - CONSUMPTION IN PUBLIC,2007-04-10T22:33:00Z,Cleared By Arrest,2007-04-10T22:33:00Z,,Union-City,,"UNL SUPPORT FACILITY (office, service)",0,0,Three transients  observed in the west entrance of the City Union one of which was consuming alcohol in public. Pty cited and released.
7001418,NARCOTICS - POSSESSION,2007-04-10T23:31:00Z,Cleared By Arrest,2007-04-10T23:31:00Z,,N/A,N. 33rd Street and Starr Street,STREET,0,0,"Non Student stopped on traffic violation, found to have an active LSO Warrant and in possession of marijuana and drug paraphernalia. Lodged on warrant,  cited for marijuana & Paraphernalia."
7001420,LARCENY - FROM MOTOR VEHICLE,2007-04-11T05:21:00Z,Inactive,2007-04-11T01:20:00Z,2007-04-11T05:21:00Z,Abel Hall,860 N. 17th St.,GOVT. PARKING LOT (UNL),0,250,Student's vehicle broken into in the north central portion of the lot east of Sandoz Hall. Unable to contact victim at this time.
7001422,VANDALISM - OTHER,2007-04-11T08:16:00Z,Inactive,2007-04-10T15:30:00Z,2007-04-11T08:00:00Z,Agricultural Communications,3625 East Camp Loop,GOVT. LOT/FIELD (UNL),0,0,Wooden slat was removed from a bench but not damaged.
7001424,DISTURBANCE - OTHER,2007-04-11T12:44:00Z,Inactive,2007-04-11T12:44:00Z,,Love Library South,"1248 ""R"" St.",LIBRARY,0,0,Non student looking at porn in the library on a computer. Warned for trespassing and escorted from building.
7001425,FALSE INFORMATION - GIVEN TO OFC.,2007-04-11T14:49:00Z,Cleared By Arrest,2007-03-11T22:39:00Z,,N/A,10th/Q-T,STREET,0,0,Female came into UNLPD Headquarters to report an ex-friend was using her name on traffic tickets.  Female provided a suspect in case.
7001426,ALCOHOL - DRUNK,2007-04-11T17:04:00Z,Inactive,2007-04-11T17:04:00Z,,N/A,19th   Q-R  Street,SIDEWALK,0,0,Intoxicated male contacted taken into custody.  Transported to Detox where tested .186 BAC.  TOT Detox.
7001427,LOST OR STOLEN ITEM,2007-04-11T17:26:00Z,Inactive,2007-04-11T14:30:00Z,,Hamilton Hall,639 N. 12th St.,UNL ACADEMIC BUILDING,200,0,Party lost his cell phone.
7001428,LOST OR STOLEN ITEM,2007-04-11T17:59:00Z,Cleared By Exception,2007-04-09T13:30:00Z,2007-04-11T17:30:00Z,N/A,,UNKNOWN,42,0,Party lost his wallet unknown area.
7001430,LARCENY - FROM MOTOR VEHICLE,2007-04-11T18:13:00Z,Inactive,2007-04-09T20:00:00Z,2007-04-11T18:10:00Z,N/A,1830 Vine St.,GOVT. PARKING LOT (UNL),635,500,Vehicle broken into Sub woofer amp and CD's missing.
7001435,VANDALISM - OTHER,2007-04-12T02:47:00Z,Inactive,,,Kappa Delta,405 University Terrace,OFF CAMPUS/GREEK HOUSING,0,100,CSO Garrison reported finding two clay flower pots broken outside of Kappa Delta Sorority. $100.00 total damage.
7001436,VANDALISM - OTHER,2007-04-12T07:11:00Z,Inactive,2007-04-12T03:25:00Z,2007-04-12T07:00:00Z,Harper Hall,1150 N. 14th St.,UNL RESIDENCE HALL,0,549.99,TV vandalized in the TV lounge.
7001438,VANDALISM - OTHER,2007-04-12T10:17:00Z,Cleared By Exception,2007-04-11T17:30:00Z,,Architecture Hall,402 Stadium Drive,UNL ACADEMIC BUILDING,0,150,Student damaged an interior wall and will be responsible to pay for the damaged
7001440,ACCIDENTS - P.D. NOT REPORTABLE,2007-04-12T13:33:00Z,Cleared By Arrest,2007-04-12T13:15:00Z,,Stadium Drive Parking Garage,625 Stadium Drive,GOVT. PARKING GARAGE (UNL),0,450,Non-reportable accident in the parking garage.
7001443,VANDALISM - OTHER,2007-04-12T19:45:00Z,Inactive,2007-04-12T17:50:00Z,2007-04-12T19:10:00Z,Mabel Lee Hall,840 N. 14th St.,GOVT. PARKING GARAGE (UNL),0,0,Ticket dispute ended up in the cited person reporting parking cadet for Criminal Mischief. No pecuniary loss.
7001451,SS - OTHER,2007-04-13T00:13:00Z,Cleared By Exception,2007-04-13T00:13:00Z,,Selleck Quad,600 N. 15th St.,UNL RESIDENCE HALL,0,0,Safe found unlocked in the Selleck Maintenance area.
7001453,ALCOHOL - DWI,2007-04-13T00:35:00Z,Cleared By Arrest,2007-04-13T00:35:00Z,2007-04-13T00:35:00Z,N/A,"N. 17th Street and ""Y"" Street",STREET,0,0,Vehicle stopped for squealing tires.  Driver found to be impaired due to alcohol.  Arrested and transported to LPD Headquarters where he tested .153 BAC.  Transported to Detox where he was admitted.
7001454,ALCOHOL - DWI,2007-04-13T01:21:00Z,Cleared By Arrest,2007-04-13T01:21:00Z,,N/A,"N. 17th Street and ""Y"" Street",STREET,0,0,Vehicle stopped for straddling lane lines.  Driver found to be intoxicated.  Arrested and transported to jail where he tested .172 BAC.  Lodged for DWI.  Cited for Refuse to Submit to PBT and Straddling Lane Line.
7001461,LARCENY - FROM BUILDING,2007-04-13T13:47:00Z,Cleared By Exception,,,Architecture Hall,402 Stadium Drive,UNL ACADEMIC BUILDING,200,0,"UNL student purportedly had her books stolen in August 2006 on a  ""Friday""."
7001463,BURGLARY,2007-04-13T16:16:00Z,Cleared By Exception,2007-04-08T18:00:00Z,2007-04-08T18:00:00Z,Sigma Chi,1510 Vine St.,OFF CAMPUS/GREEK HOUSING,1199,0,5 day belated report of Burglary. Lap top computer taken.
7001464,MEDICAL EMERGENCY,2007-04-13T16:52:00Z,Inactive,2007-04-13T16:30:00Z,2007-04-13T16:52:00Z,Teachers College Hall,1400 Vine St.,UNL ACADEMIC BUILDING,0,0,Private
7001469,NARCOTICS - POSSESSION,2007-04-14T01:10:00Z,Cleared By Arrest,2007-04-14T01:10:00Z,,N/A,860 N. 17th St.,UNL RESIDENCE HALL,0,0,While on foot patrol in Abel Hall officer detected an odor of marijuana coming from a room.  Contact was made with a female party.  She produced 2.10 grams of marijuana.  Cited and released for the offense.
7001472,ALCOHOL - DWI,2007-04-14T01:38:00Z,Cleared By Arrest,2007-04-14T01:38:00Z,,N/A,N. 17th Street and Vine Street,STREET,0,0,Vehicle stopped for one headlight.  Found to be intoxicated and impaired.  Arrested and transported to Lancaster County Jail where he tested .145 BAC. He was lodged for DUS and cited for DWI/Make False Statements to PO/Two Headlights required.  A passenger was cited and released for Open Container.
7001474,ALCOHOL - MINOR IN POSSESSION,2007-04-14T04:15:00Z,Cleared By Arrest,2007-04-14T04:15:00Z,,Abel Hall,860 N. 17th St.,UNL RESIDENCE HALL,0,0,CSO observed what appeared to be alcoholic beverage containers in a residents trash can when the door was open.  Officer made contact with resident (minor) and found him to be in possession of alcohol.  Cited and Released.
7001479,TRESPASSING,2007-04-14T11:55:00Z,Cleared By Exception,2007-04-14T11:55:00Z,,C. Y. Thompson Library,1625 N. 38th St.,"UNL SUPPORT FACILITY (office, service)",0,0,Non student viewing pornography on a computer. Warned for trespassing and released.
