Case #,Incident Code,Reported,Case Status,Start Occurred,End Occurred,Building,Location,Stolen,Damaged,Summary
10001018,LARCENY - STOLEN BIKE,3/23/10 15:50,Inactive,3/18/10 13:30,3/23/10 9:30,Love Library South,1248 R (SIDEWALK),$565.00 ,$0.00 ,"Bike taken from rack by Love Library, $565.00 loss."
10001020,LARCENY - FROM BUILDING,3/23/10 16:20,Inactive,3/18/10 16:30,3/18/10 17:00,Canfield Administration Building,"14th and R St. (UNL SUPPORT FACILITY (office, service))",$215.00 ,$0.00 ,"Item taken from room in the Canfield Administration Building, $215.00 loss."
10001021,STALKING,3/23/10 16:30,Inactive,12/31/10 12:00,3/10/10 21:30,N/A,(UNKNOWN),$0.00 ,$0.00 ,UNL student reported they were possibly being stalked. Investigation continues.
10001024,LARCENY - STOLEN BIKE,3/23/10 21:14,Cleared by Arrest,3/23/10 21:14,3/23/10 21:14,Westbrook Music Building,1104 R St (SIDEWALK),$0.00 ,$0.00 ,Three juveniles contacted after stealing two bicycles. All were referred to the Lancaster County Attorney for theft and trespassing.
10001026,TRESPASSING,3/24/10 2:54,Cleared by Exception,3/24/10 2:54,3/24/10 2:54,N/A,(STREET),$0.00 ,$0.00 ,Two non-students contacted after they were observed looking into the windows of parked cars. They were each issued a UNL Trespass Policy Letter.
10001025,ALCOHOL - DRUNK,3/24/10 3:27,Cleared by Exception,3/24/10 3:27,3/24/10 3:27,1820 R,1820 R STreet (GOV'T PARKING LOT (UNL)),$0.00 ,$0.00 ,Non-student contacted and taken to detox (.246 BAC).
10001027,LARCENY - FROM COIN OPERATED MACH.,3/24/10 4:13,Inactive,3/23/10 1:00,3/24/10 2:00,Oldfather Hall,660 North 12th St (UNL ACADEMIC BUILDING),$0.00 ,$0.00 ,Unknown amount of money removed from a feminine product machine.
10001034,ACCIDENTS - P.D. H&R NOT REPORTABLE,3/24/10 14:59,Inactive,3/21/10 17:30,3/24/10 14:50,300 N. 17th St,300 N 17th St (GOV'T PARKING GARAGE (UNL)),$0.00 ,$150.00 ,"Hit and Run accident in the 17th, and R Street parking garage, $150.00 damage."
10001039,VANDALISM - OTHER,3/24/10 19:32,Inactive,3/24/10 19:04,3/24/10 19:17,Innovation Campus,1800 State Fair Park Drive (GOV'T PARKING LOT (UNL)),$0.00 ,$125.00 ,"Vandalism to vehicle while parked on Innovation Campus by the grandstand, $125.00 damage."
10001040,LARCENY - STOLEN BIKE,3/25/10 0:37,Inactive,11/1/09 1:12,12/15/09 1:12,The Village,1055 North 16 St. (UNL APARTMENT),$405.00 ,$0.00 ,Bicycle stolen sometime in the past four months.
10001045,FALSE SECURITY ALARMS - MECHANICAL,3/25/10 8:54,Cleared by Exception,3/25/10 8:54,,Jackie Gaughan Multicultural Center,"1505 S St (UNL SUPPORT FACILITY (office, service))",$0.00 ,$0.00 ,UNLPD dispatched to the Jackie Gaughan Multicultural Center in regards to a fire alarm.  Found to be a glitch in the system.
10001055,NARCOTICS - POSSESSION,3/25/10 22:58,Cleared by Arrest,3/25/10 22:58,,Harper Hall,1150 North 14th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,Two occupants of a residence hall room contacted after a narcotics complaint.  One cited for Poss. of Marijuana < 1 oz; other cited for Poss. of Marijuana < 1 oz and Poss. of Paraphernalia.
10001057,ALCOHOL - MINOR IN POSSESSION,3/26/10 1:32,Cleared by Arrest,3/26/10 1:32,3/26/10 1:32,Phi Delta Theta,1545 R St. (SIDEWALK),$0.00 ,$0.00 ,Two UNL students cited for MIP-C; one also cited for Littering.  Released to a sober party.  .110 & .137 BAC
10001060,LARCENY - FROM BUILDING,3/26/10 8:47,Inactive,3/26/10 3:47,,Stadium Drive Parking Garage,625 Stadium Dr (GOV'T PARKING GARAGE (UNL)),$10.00 ,$0.00 ,An unk male stole a box of donuts from Quickick.
10001069,SS - CHECK WELFARE OF PERSON,3/26/10 14:24,Cleared by Exception,3/26/10 14:24,3/26/10 14:24,Neihardt Residence Center,540 North 16th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,UNL student checked on due to a relationship problem.
10001071,MEDICAL EMERGENCY,3/26/10 15:35,Cleared by Exception,3/26/10 15:35,,North Stadium,800 Stadium Drive (SPORT FACILITIES),$0.00 ,$0.00 ,Male visitor to the complex complaining of difficulty breathing.
10001078,NARCOTICS - POSSESSION,3/27/10 0:09,Cleared by Arrest,3/27/10 0:09,,N/A,Q ST & N 18TH ST (COMMERCIAL PARKING LOT),$0.00 ,$0.00 ,Party in dark clothing contacted after officer observed suspicious behavior.  Consent to a search yielded a loaded marijuana pipe.  Cited/released for Poss of Marijuana < 1 oz and Poss of Paraphernalia.  .1 gram
10001079,DISTURBANCE - OTHER,3/27/10 1:35,Cleared by Exception,3/27/10 1:35,,Pound Hall,513 North 17th St (SIDEWALK),$0.00 ,$0.00 ,UNL student transported to Detox after being observed knocking over bike racks.  .196 BAC
10001081,LARCENY - STOLEN BIKE,3/27/10 13:15,Cleared by Exception,3/24/10 14:30,3/26/10 14:30,Richards Hall,560 Stadium Dr (SIDEWALK),$60.00 ,$0.00 ,A UNL student reported his bike stolen.
10001088,ALCOHOL - MINOR IN POSSESSION,3/28/10 0:48,Cleared by Arrest,3/28/10 0:48,,Sandoz Hall,820 North 17th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,"Two UNL students and two non-students cited and released for MIP-C (.047, .021, .066, .032 BAC's)."
10001089,ALCOHOL - MINOR IN POSSESSION,3/28/10 1:30,Cleared by Arrest,3/28/10 1:30,,Cather Hall,609 North 17th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,UNL student cited/Detox for MIP-C (.218 BAC).
10001090,ALCOHOL - MINOR IN POSSESSION,3/28/10 1:42,Cleared by Arrest,3/28/10 1:42,,Selleck Quad,600 North 15th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,UNL student cited for MIP-C and taken to detox (.187 BAC).
10001091,ALCOHOL - MINOR IN POSSESSION,3/28/10 2:30,Cleared by Arrest,3/28/10 2:30,,Cather Hall,609 North 17th St (STREET),$0.00 ,$0.00 ,UNL student cited for MIP-C and taken to detox (.167 BAC).
10001097,ASSAULT - DOMESTIC,3/28/10 21:01,Cleared by Arrest,3/28/10 16:00,3/28/10 19:15,University Park Apartments,4300 Holdrege St. (UNL APARTMENT),$0.00 ,$0.00 ,UNL student lodged in jail for 3rd Degree Domestic Assault after assaulting his wife.
10001102,VANDALISM - OTHER,3/29/10 0:25,Inactive,,,Mabel Lee Hall,840 North 14th St (UNL ACADEMIC BUILDING),$0.00 ,$200.00 ,Glass on a door appears to have been kicked causing damage (estimated at $200).
10001105,SUSPICIOUS ITEM OR PACKAGE (NON-EXPLOSIVE),3/29/10 8:48,Inactive,3/28/10 13:30,3/28/10 21:00,C. Y. Thompson Library,1625 North 38th St (LIBRARY),$0.00 ,$0.00 ,A librarian at CY Thompson reported suspicious activity.
10001107,MEDICAL EMERGENCY,3/29/10 11:42,Cleared by Exception,3/29/10 11:06,,College of Business Admin.,512 North 12th St (UNL ACADEMIC BUILDING),$0.00 ,$0.00 ,UNL student fainted.  Refused transport.
10001118,DISTURBANCE - OTHER,3/29/10 13:00,Unfounded,10/1/09 9:18,3/30/10 9:18,Husker Hall,705 North 23rd St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,A non-traditional UNL student has reported that she feels she is being stalked by custodial.
10001109,ACCIDENTS - P.D. H&R NOT REPORTABLE,3/29/10 15:03,Inactive,3/15/10 12:00,3/28/10 21:00,N/A,(UNKNOWN),$0.00 ,$400.00 ,"Hit and Run accident non-reportable in the Burr Hall parking lot, $400.00 damage."
10001110,VANDALISM - OTHER,3/29/10 18:14,Inactive,3/26/10 21:30,3/27/10 15:00,515 N 19th Parking Lot Vine to,515 North 19th St. (GOV'T PARKING LOT (UNL)),$0.00 ,$75.00 ,"Vandalism to vehicle in the 17th R/Vine Street lot, $75.00 damage."
10001117,VANDALISM - OTHER,3/30/10 8:00,Inactive,3/26/10 13:00,,University Housing,1115 North 16th St (GOV'T PARKING LOT (UNL)),$0.00 ,$150.00 ,Rear driver's side window broken out.  No items taken.
10001121,DISTURBANCE - DOMESTIC,3/30/10 14:39,Cleared by Exception,3/30/10 14:39,3/30/10 14:39,N/A,533 Fletcher Ave. #4 (MULTI-DWELLING (7 + UNITS) off campus),$0.00 ,$0.00 ,UNL student possibly being stalked by her ex-boyfriend.
10001122,ALCOHOL - DRUNK,3/30/10 15:19,Cleared by Exception,3/30/10 15:19,,Andersen Hall,200 Centennial Mall North (PARK/REC AREA),$0.00 ,$0.00 ,Transported person from Andersen Hall to Detox where they were a .212 BAC. Left in care of Detox.
10001124,AUTO THEFT,3/30/10 16:47,Closed - Inactive,3/29/10 14:00,3/30/10 16:00,Boat House,1000 North 16th St. (GOV'T PARKING LOT (UNL)),$550.00 ,$0.00 ,2008 Summit Huawin motor scooter stolen from the Boathouse parking lot.
10001129,NARCOTICS - POSSESSION,3/31/10 0:55,Cleared by Arrest,3/31/10 0:55,3/31/10 0:55,Sheldon Memorial Art Gallery,451 North 12th St (GOV'T LOT/FIELD (UNL)),$0.00 ,$0.00 ,CSO observed narcotics activity.  Two UNL students cited/released for Poss of Marijuana < 1 oz and Poss of Drug Paraphernalia.  19 g and 3.5 g
10001131,ACCIDENTS - P.D. NOT REPORTABLE,3/31/10 11:09,Cleared by Exception,3/31/10 11:09,,N/A,855 N. 16th St. (GOV'T PARKING LOT (UNL)),$0.00 ,$800.00 ,A two-car non-reportable accident involving a UNL Landscape services vehicle.
10001132,DISTURBANCE - OTHER,3/31/10 13:03,Cleared by Arrest,3/31/10 10:30,,Fedde Hall,1625 North 35th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,Person arrested for making Terroristic Threats against another person.
10001137,ACCIDENTS - P.D. H&R NOT REPORTABLE,3/31/10 15:59,Inactive,3/28/10 14:00,3/31/10 15:45,Burr Hall,1701 North 35th St (GOV'T PARKING LOT (UNL)),$0.00 ,$300.00 ,UNL student discovered damage to her parked vehicle.
10001140,LARCENY - MOTOR VEH. ACCESSORIES,3/31/10 19:30,Inactive,3/31/10 11:30,3/31/10 17:50,Boat House,1000 North 16th St. (GOV'T PARKING LOT (UNL)),$150.00 ,$0.00 ,UNL student reported two side covers for motorcycle were stolen.
10001144,LOST OR STOLEN ITEM,3/31/10 23:21,Inactive,3/31/10 22:00,3/31/10 23:21,N/A,City Of Lincoln (UNKNOWN),$45.00 ,$0.00 ,UNL student lost a wallet and contents.
10001145,TRAFFIC - SUSPENDED DRIVER,4/1/10 0:30,Cleared by Arrest,4/1/10 0:30,,N/A,HOLDREGE ST & DAIRY STORE DRIVE (STREET),$0.00 ,$0.00 ,Non-student cited/released for Driving Under Suspension and Speeding.
10001148,MEDICAL - INHALE INTOXICANT OR HARMFUL VAPORS,4/1/10 12:12,Inactive,4/1/10 12:12,,Selleck Quad,600 North 15th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,OC Spray was released into the air at Selleck Dining Hall. No injuries. No suspects.
10001154,TRAFFIC - SUSPENDED DRIVER,4/1/10 21:37,Cleared by Arrest,4/1/10 21:37,,N/A,N 17TH ST & VINE ST (STREET),$0.00 ,$0.00 ,Non-student cited/lodged in jail for Driving Under Suspension.
10001158,OUTSIDE - O.P.S. OTHER,4/1/10 23:52,Cleared by Exception,4/1/10 23:52,,N/A,N ANTELOPE VALLEY PKWY & N 17TH ST (STREET),$0.00 ,$0.00 ,UNLPD officers observed and stopped a vehicle wanted for a robbery which had just occurred in the city of Lincoln.
10001157,ALCOHOL - USING FALSE I.D.,4/2/10 0:05,Cleared by Arrest,4/2/10 0:05,,Cather Hall,609 North 17th St (SIDEWALK),$0.00 ,$0.00 ,"UNL student cited/taken to Detox after being found extremely intoxicated.  Cited for MIP-C, Minor Misrepresenting Age, and Possession of False Identification.  .208 BAC"
10001160,ALCOHOL - DRUNK,4/2/10 1:40,Cleared by Exception,4/2/10 1:40,4/2/10 1:40,N/A,N 17TH ST & R ST (SIDEWALK),$0.00 ,$0.00 ,UNL student taken to Detox after being contacted for carrying a construction sign.  .233 BAC
10001161,ALCOHOL - USING FALSE I.D.,4/2/10 2:31,Cleared by Arrest,,,N/A,N 14TH ST & VINE ST (SIDEWALK),$0.00 ,$0.00 ,"Two UNL students contacted for being extremely intoxicated.  Both taken to Detox, one also cited for MIP-C, Minor Misrepresenting Age, and Possession of False ID.  .230 and .194 BAC's."
10001166,LOST OR STOLEN ITEM,4/2/10 11:33,Inactive,1/1/10 13:18,4/2/10 13:18,N/A,430 N 25th Apt 2 (UNKNOWN),$5.00 ,$0.00 ,Student reports a paper for International Affairs was lost or stolen
10001167,SS - CHECK WELFARE OF PERSON,4/2/10 11:44,Cleared by Exception,4/2/10 8:27,4/3/10 9:43,Love Library South,1248 R (LIBRARY),$0.00 ,$0.00 ,Welfare check for mental and physical health of a non UNL student.
10001179,ALCOHOL - MINOR IN POSSESSION,4/2/10 23:22,Cleared by Arrest,4/2/10 23:22,,N/A,N 16TH ST & VINE ST (STREET),$0.00 ,$0.00 ,Officer conducted a traffic stop and observed a bottle of alcohol in the driver's purse.  The UNL student was cited/released for MIP.
10001182,ALCOHOL - DRUNK,4/3/10 1:37,Cleared by Exception,4/3/10 1:37,,N/A,N 16TH ST & U ST (SIDEWALK),$0.00 ,$0.00 ,Non student contacted for difficulty walking and apparently urinating on the sidewalk.  Taken to Detox.  .258 BAC.
10001183,ALCOHOL - DWI,4/3/10 2:21,Cleared by Arrest,4/3/10 2:21,,N/A,N 13TH ST & P ST (STREET),$0.00 ,$0.00 ,Non student stopped for driving the wrong way on a one way street.  Arrested for DWI and MIP-C.  .136 BAC.  Two passengers also cited for MIPC.  .098 and .202 BAC.
10001184,FIRE - FALSE ALARM,4/3/10 3:04,Cleared by Exception,4/3/10 3:04,,Lambda Chi Alpha,1345 R St (OFF CAMPUS/GREEK HOUSING),$0.00 ,$0.00 ,A smoke alarm was activated due to burnt food. No damage
10001185,DISTURBANCE - DOMESTIC,4/3/10 11:47,Inactive,4/3/10 11:47,,1220 N. 14th,(GOV'T PARKING LOT (UNL)),$0.00 ,$0.00 ,A verbal dispute between a non-student and student.
10001186,LOST OR STOLEN ITEM,4/3/10 15:56,Inactive,4/3/10 15:56,4/3/10 15:56,N/A,N 12TH ST & P ST (SIDEWALK),$3.00 ,$0.00 ,UNL student's card holder lost or stolen in the area of 12th and P st.
10001187,VANDALISM - OTHER,4/3/10 20:24,Inactive,,,N/A,1800 State Fair Park Dr (GOV'T LOT/FIELD (UNL)),$0.00 ,$25.00 ,Wooden window damaged in a building on Innovation campus.
10001188,ALCOHOL - DRUNK,4/3/10 23:04,Cleared by Exception,4/3/10 23:04,,N/A,FAIR ST & N 35TH ST (SIDEWALK),$0.00 ,$0.00 ,Non UNL student contacted after a report she hurt her ankle. Discovered to be intoxicated. BAC .020.
10001190,ALCOHOL - DRUNK,4/3/10 23:51,Cleared by Exception,,,Food Stores,1100 North 17th St (GOV'T PARKING LOT (UNL)),$0.00 ,$0.00 ,Two non students transported to Detox (.287 and .190 BAC).
10001192,BURGLARY,4/4/10 9:50,Cleared by Arrest,4/2/10 19:30,4/3/10 17:00,Phi Kappa Psi,1548 S Street (OFF CAMPUS/GREEK HOUSING),$910.00 ,$0.00 ,"Items taken from room at 1548 S street, $910.00 lost."
10001194,"HAZARDS - NON-TRAFFIC (WIRES,TREES,ETC)",4/4/10 21:10,Cleared by Exception,4/4/10 20:33,,Agricultural Research Farm,8301 Havelock Ave. (GOV'T LOT/FIELD (UNL)),$0.00 ,$0.00 ,Anhydrous ammonia tank leaking at 84th/Havelock.  Leak stopped by LFR.
10001207,DISTURBANCE - OTHER,4/5/10 23:47,Inactive,,,Selleck Quad,600 North 15th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,UNL student reported feeling harassed by others.
10001208,ALCOHOL - MINOR IN POSSESSION,4/6/10 2:03,Cleared by Exception,4/6/10 2:03,,Smith Hall,1120 North 14th St (SIDEWALK),$0.00 ,$0.00 ,UNL student cited/released to a sober party for MIP-C.  Unable to obtain a BAC sample.
10001233,TELEPHONE - OTHER,4/6/10 9:18,Inactive,4/5/10 20:53,4/5/10 21:00,N/A,(SINGLE FAMILY _ off campus),$0.00 ,$0.00 ,Report of UNL staff receiving unwanted phone calls.
10001165,TELEPHONE - OTHER,4/6/10 11:15,Unfounded,4/6/10 10:19,,Love Library South,1248 R (LIBRARY),$0.00 ,$0.00 ,Disturbing phone call at Love Library.
10001211,ACCIDENTS - P.D. REPORTABLE,4/6/10 12:07,Cleared by Exception,4/6/10 12:07,,N/A,N 35TH ST & EAST CAMPUS LOOP (STREET),$0.00 ,"$1,800.00 ",Two vehicle/non injury accident.
10001224,LARCENY - STOLEN BIKE,4/7/10 16:46,Inactive,4/5/10 21:30,4/7/10 11:00,Cather Hall,609 North 17th St (UNL RESIDENCE HALL),$300.00 ,$29.00 ,"Bike taken from Cather bike rack, $300.00 loss."
10001226,ACCIDENTS - P.D. H&R NOT REPORTABLE,4/7/10 18:42,Cleared by Arrest,4/7/10 10:10,,14th & Avery Parking Garage,1111 North 14th St (GOV'T PARKING GARAGE (UNL)),$0.00 ,$750.00 ,"Hit and Run accident in the 14th and Avery Parking Garage, $750.00 damage."
10001232,ACCIDENTS - P.D. NOT REPORTABLE,4/8/10 11:51,Cleared by Exception,4/8/10 11:51,,Love Library South,1248 R (GOV'T PARKING LOT (UNL)),$0.00 ,"$1,100.00 ","State vehicle involved  in one vehicle accident by Love Library, $1000.00 damage."
10001236,FALSE INFORMATION - GIVEN TO OFC.,4/8/10 14:22,Cleared by Arrest,4/8/10 14:22,,N/A,605 S. 10th Street (COUNTY-CITY BLDG),$0.00 ,$0.00 ,Person cited for having in possession a fake drivers license.
10001235,ACCIDENTS - P.D. H&R NOT REPORTABLE,4/8/10 14:38,Cleared by Arrest,4/8/10 14:37,,Jackie Gaughan Multicultural Center,1505 S St (GOV'T PARKING LOT (UNL)),$0.00 ,$750.00 ,"Person cited for leaving the scene of an accident, no driver license, and unsafe backing, for a hit and run accident in the East City Union parking lot, $750.00 damage."
10001238,BURGLARY,4/8/10 15:35,Unfounded,3/16/10 15:00,4/8/10 15:15,1820 R,"(UNL SUPPORT FACILITY (office, service))",$0.00 ,$50.00 ,"Door damaged in the 1820 R Street building, $50.00 damage."
10001240,VANDALISM - OTHER,4/8/10 19:04,Inactive,4/7/10 2:00,4/7/10 2:30,Delta Tau Delta,715 North 16th St. (OFF CAMPUS/GREEK HOUSING),$0.00 ,$800.00 ,"Vandalism to vehicle at 715 N 16th, $800.00 damage."
10001243,ASSAULT - NON DOMESTIC,4/9/10 1:03,Cleared by Arrest,4/9/10 1:03,,Alexander Building,1410 Q St (GOV'T PARKING LOT (UNL)),$0.00 ,$0.00 ,UNL student assaulted another student by pushing him to the ground causing injury.  One cited for 3rd Degree Assault and MIP-C.  .198 and .266 BAC's.
10001250,MEDICAL EMERGENCY,4/9/10 13:14,Cleared by Exception,4/9/10 13:14,,N/A,30/Vine-U (STREET),$0.00 ,$0.00 ,A non-student had a seizure while driving. She was transported to Bryan LGH West for further treatment.
10001251,"PROPERTY DAMAGE - UNINTENTIONAL,NON TRAFFIC",4/9/10 14:27,Inactive,4/9/10 14:27,,N/A,N 23RD ST & VINE ST (STREET),$0.00 ,$100.00 ,A non-student reported unintentional property damage caused by a UNL lawnmower.
10001252,MEDICAL EMERGENCY,4/9/10 16:04,Cleared by Exception,4/9/10 16:04,,Union-City,"1400 R St. (UNL SUPPORT FACILITY (office, service))",$0.00 ,$0.00 ,An elderly man was transported to Bryan LGH East for chest pains.
10001257,ALCOHOL - MINOR IN POSSESSION,4/9/10 23:31,Cleared by Arrest,4/9/10 23:31,,N/A,NEW HAMPSHIRE ST & N 12TH ST (SIDEWALK),$0.00 ,$0.00 ,Non student was observed walking past an officer with alcoholic beverages.  Cited/Detox for MIP-C.  .128 BAC.
10001268,NARCOTICS - POSSESSION,4/11/10 0:28,Cleared by Arrest,4/11/10 0:28,,Harper Hall,1150 North 14th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,UNL student cited/released for Poss. of Marijuana less than an Ounce and Poss. of Drug Paraphernalia.
10001271,LITTERING,4/11/10 1:17,Cleared by Arrest,4/11/10 1:17,,Kabredlo's,1540 P St. (COMMERCIAL PARKING LOT),$0.00 ,$0.00 ,Non UNL student cited/released for Littering (Urinating on State Property).
10001273,ALCOHOL - MINOR IN POSSESSION,4/11/10 1:33,Cleared by Arrest,4/11/10 1:33,,Phi Gamma Delta,1425 R St. (SIDEWALK),$0.00 ,$0.00 ,UNL student cited for MIP-C and taken to detox (.164 BAC).
10001275,MEDICAL EMERGENCY,4/11/10 2:35,Cleared by Arrest,4/11/10 2:35,,Selleck Quad,600 North 15th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,UNL student transported to Bryan/LGH West for alcohol poisoning (.150 BAC on a partial sample).
10001277,ALCOHOL - MINOR IN POSSESSION,4/11/10 2:43,Cleared by Arrest,4/11/10 2:43,,N/A,940 N 17th St. (GOV'T PARKING LOT (UNL)),$0.00 ,$0.00 ,One UNL student cited/released for MIP (.054 BAC) and another UNL student cited for MIP (.150 BAC) and taken to detox.
10001281,"PROPERTY DAMAGE - UNINTENTIONAL,NON TRAFFIC",4/11/10 11:30,Cleared by Exception,4/11/10 11:30,,Food Industry Complex,1625 Arbor Dr (OTHER RETAIL BUS.),$0.00 ,"$5,000.00 ",Water leak on 3rd floor causing water damage to ceiling tiles.
10001285,TRESPASSING,4/12/10 9:18,Cleared by Exception,4/12/10 9:18,,Selleck Quad,600 North 15th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,"Non student contacted by UNL Housing Staff inside Selleck Quad.  Was not a guest, given a ban and bar policy letter."
10001286,LARCENY - MOTOR VEH. ACCESSORIES,4/12/10 16:17,Inactive,4/5/10 0:00,4/9/10 13:30,626 North 14th Street,626 North 14th St. (GOV'T PARKING GARAGE (UNL)),$160.00 ,$100.00 ,"A CD/MP3 player was taken from a vehicle while it was parked in the 14th, and Avery Garage, $16.00 loss."
10001292,FIRE (WORKING) - NO ALARM,4/12/10 21:13,Cleared by Exception,4/12/10 21:13,4/12/10 21:13,N/A,1800 State Fair Park Dr (CONSTRUCTION SITE),$0.00 ,$0.00 ,Scrap pile caught on fire. No damage.
10001296,ALCOHOL - BUY/PROCURE FOR MINORS,4/13/10 0:30,Cleared by Arrest,4/10/10 23:30,4/11/10 0:30,N/A,A ST & S 18TH ST (SINGLE FAMILY _ off campus),$0.00 ,$0.00 ,UNL student cited/released for Procuring Alcohol for a Minor. Related to case number 10001275.
10001301,TRAFFIC - SUSPENDED DRIVER,4/13/10 4:03,Cleared by Arrest,4/13/10 4:03,,N/A,N 14TH ST & VINE ST (STREET),$0.00 ,$0.00 ,A non-student was cited and lodged for DUS.
10001302,MEDICAL EMERGENCY,4/13/10 11:14,Inactive,4/13/10 11:14,,University Health Center,1500 U St (HOSPITAL/CLINIC/ETC),$0.00 ,$0.00 ,A student was transported to Bryan LGH West for chest pains.
10001309,VANDALISM - OTHER,4/13/10 22:57,Inactive,,,C. Y. Thompson Library,1625 North 38th St (LIBRARY),$0.00 ,$0.00 ,Bathroom stall and door vandalized.
10001313,LARCENY - STOLEN BIKE,4/14/10 12:37,Inactive,4/13/10 21:30,4/14/10 12:37,Westbrook Music Building,1104 R St (UNL ACADEMIC BUILDING),$175.00 ,$0.00 ,A UNL student reported her bicycle stolen from Westbrook.
10001317,MEDICAL EMERGENCY,4/14/10 19:50,Inactive,4/14/10 19:50,,Love Library North,1300 R (SIDEWALK),$0.00 ,$0.00 ,Student experiencing shortness of breath.  Refused transport.
10001318,MEDICAL EMERGENCY,4/14/10 20:48,Cleared by Exception,4/14/10 20:48,,Harper Hall,1150 North 14th St (SIDEWALK),$0.00 ,$0.00 ,Two bicyclists collided on the Antelope Valley bike path.  Minor injuries.
10001331,LOST OR STOLEN ITEM,4/14/10 22:09,Inactive,,,N/A,(UNKNOWN),"$48,300.00 ",$0.00 ,Shipment of books have been unaccounted for and deemed missing within an uknown time frame.
10001320,DISTURBANCE - OTHER,4/15/10 1:22,Cleared by Exception,4/15/10 1:22,4/15/10 1:22,Andersen Hall,200 Centennial Mall North (GOV'T PARKING LOT (UNL)),$0.00 ,$0.00 ,Two non-students taken to Detox after an altercation involving a third party.  No citations issued.  .276 and .220 BAC's.
10001325,FRAUD - FAIL TO RETURN RENTED/BORROWED ITEM,4/15/10 12:32,Cleared by Exception,1/27/10 16:38,4/15/10 12:32,Love Library South,1248 R (LIBRARY),"$2,800.00 ",$0.00 ,A UNL student failed to return a camera that was checked out from Love Library
10001329,ACCIDENTS - P.D. REPORTABLE,4/15/10 19:48,Inactive,4/15/10 19:48,,N/A,(GOV'T PARKING LOT (UNL)),$0.00 ,$1.00 ,Minor damage to a UNLPD owned vehicle.
10001333,VANDALISM - OTHER,4/16/10 7:48,Inactive,4/16/10 2:10,,Kauffman Academic Residential Ctr.,630 North 14th St (STREET),$0.00 ,$500.00 ,A UNL student reported a vandalism to a motorcycle.
10001336,VANDALISM - OTHER,4/16/10 10:49,Inactive,4/15/10 15:00,4/16/10 9:00,N/A,19th/Vine-S (GOV'T PARKING LOT (UNL)),$0.00 ,$500.00 ,A UNL student reported a vandalism to a vehicle.
10001337,ACCIDENTS - P.D. H&R NOT REPORTABLE,4/16/10 13:37,Inactive,4/11/10 16:30,4/15/10 19:00,14th & Avery Parking Garage,1111 North 14th St (GOV'T PARKING GARAGE (UNL)),$0.00 ,$0.00 ,UNL student's vehicle damaged while parked in the parking garage.
10001341,VANDALISM - OTHER,4/16/10 14:47,Inactive,4/15/10 23:00,4/16/10 13:00,Burr Hall,1701 North 35th St (GOV'T PARKING LOT (UNL)),$0.00 ,$100.00 ,UNL student's vehicle damaged while parked in the Burr parking lot.
10001350,ALCOHOL - DRUNK,4/16/10 20:52,Cleared by Exception,4/16/10 20:52,,Temple Building,1201 R St (SIDEWALK),$0.00 ,$0.00 ,Transient taken to detox (.290 BAC).
10001354,OUTSIDE - O.P.S. OTHER,4/17/10 0:59,Cleared by Exception,4/17/10 0:59,,Andersen Hall,200 Centennial Mall North (GOV'T PARKING LOT (UNL)),$0.00 ,$0.00 ,UNLPD assisted LPD in a foot pursuit with a non-student.
10001357,ALCOHOL - DRUNK,4/17/10 1:22,Cleared by Exception,,,N/A,N 16TH ST & VINE ST (OFF CAMPUS/GREEK HOUSING),$0.00 ,$0.00 ,Two non-students contacted and taken to detox (.105 & .223 BAC).
10001355,ALCOHOL - MINOR IN POSSESSION,4/17/10 1:38,Cleared by Arrest,4/17/10 1:38,,Sandoz Hall,820 North 17th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,A UNL student was cited/released for MIPC. BAC 0.134
10001358,ALCOHOL - DWI,4/17/10 2:19,Cleared by Arrest,4/17/10 2:19,,N/A,P ST & N 17TH ST (STREET),$0.00 ,$0.00 ,Non-student stopped for wrong way on a one way. Cited for DUI (.173 BAC) and taken to detox.
10001359,DISTURBANCE - OTHER,4/17/10 3:39,Inactive,,,Sigma Nu,625 North 16th St. (OFF CAMPUS/GREEK HOUSING),$0.00 ,$0.00 ,Officers dispatched on a report of a member of Sigma Nu running around naked. A member of SAE was observed urinating from an upper window. Unable to contact either house.
10001360,AUTO THEFT,4/17/10 5:54,Cleared by Exception,4/16/10 8:00,4/17/10 4:40,N/A,515 N. 19th Street (GOV'T PARKING LOT (UNL)),$950.00 ,$0.00 ,White 2001 Lincoln Continental (SD plates 6DM961) stolen from the parking lot.
