Case #,Incident Code,Reported,Case Status,Start Occurred,End Occurred,Building,Location,Stolen,Damaged,Summary
7001003,NARCOTICS - POSSESSION,3/9/07 23:52,Cleared by Arrest,3/9/07 23:52,,Abel Hall,860 North 17th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,Officers responded to a report of a marijuana smell. UNL student cited and released for Poss. of Drug Paraphernalia.
7001004,ALCOHOL - MINOR IN POSSESSION,3/10/07 0:17,Cleared by Arrest,3/10/07 0:17,,Abel Hall,860 North 17th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,Corrected
7001006,MISC - OTHER,3/10/07 0:36,Cleared by Arrest,3/10/07 0:36,,N/A,X ST & N 17TH ST (STREET),$0.00 ,$0.00 ,SECC student stopped for a traffic violation and found to have an opened bottle of Vodka in the vehicle. Cited and released for Open Container.
7001008,ALCOHOL - MINOR IN POSSESSION,3/10/07 1:12,Cleared by Arrest,3/10/07 1:12,,N/A,N 16TH ST & O ST (STREET),$0.00 ,$0.00 ,SECC student stopped for a traffic violation. Found to be a minor and in poss. of 2 cans of Busch Light. Cited and released.
7001010,ALCOHOL - DWI,3/10/07 1:16,Cleared by Arrest,3/10/07 1:16,,N/A,N 17TH ST & Q ST (STREET),$0.00 ,$0.00 ,Traffic stop peformed.  Driver found to be under the influence of alcohol.  Arrested and transported to jail where he tested .259 BAC.  Transported to Detox where he was admitted.  Cited for DWI.
7001009,MISC - OTHER,3/10/07 1:57,Inactive,,,Bob Devaney Sports Center,1600 Court St (SPORT FACILITIES),$0.00 ,$0.00 ,Unfouded case of lost/stolen camera.
7001011,FALSE INFORMATION - GIVEN TO OFC.,3/10/07 5:38,Cleared by Arrest,3/10/07 5:38,,17 & R Parking Garage,300 North 17th St (GOV'T PARKING GARAGE (UNL)),$0.00 ,$0.00 ,"Transient lodged for giving false name and date of birth. Also, cited for smoking in state owned building."
7001021,TRESPASSING,3/10/07 18:14,Cleared by Exception,3/10/07 18:14,3/10/07 18:14,N/A,(SIDEWALK),$0.00 ,$0.00 ,Four males contacted and given trespass policy letters for skateboarding.
7001022,ARSON,3/10/07 18:26,Inactive,3/10/07 18:26,,N/A,3420 Leighton (GOV'T LOT/FIELD (UNL)),$0.00 ,$0.00 ,Officer responded to a working fire on the UNL rodeo grounds.  Small white shed was damaged. There are no suspects.  Fire Marshal still investigating.
7001026,MISC - OTHER,3/11/07 1:08,Cleared by Arrest,3/11/07 1:08,,Andersen Hall,(GOV'T PARKING LOT (UNL)),$0.00 ,$0.00 ,Male party contacted passed out in vehicle with an open container.  No keys in ignition.  Transported to Detox where he tested .177 BAC.  TOT Detox.  Cited for Open Container.
7001027,TRESPASSING,3/11/07 2:01,Inactive,3/11/07 1:45,3/11/07 2:00,Phi Kappa Psi,1548 S Street (OFF CAMPUS/GREEK HOUSING),$0.00 ,$0.00 ,House mother called to report belated trespass.  Area canvasses with negative results.
7001033,VANDALISM - BY GRAFFITI,3/12/07 12:48,Inactive,3/9/07 9:00,3/12/07 10:00,Union-City,1400 R St. (GOV'T LOT/FIELD (UNL)),$0.00 ,$150.00 ,Three building signs damaged by graffiti.
7001039,VANDALISM - OTHER,3/13/07 10:50,Inactive,,3/13/07 10:00,Westbrook Music Building,1104 R St (SIDEWALK),$0.00 ,$25.00 ,Vandalism to the Westbrook music building sign.
7001045,FALSE INFORMATION - GIVEN TO OFC.,3/13/07 16:41,Cleared by Arrest,3/13/07 16:41,3/13/07 16:41,N/A,23rd and Vine St (STREET),$0.00 ,$0.00 ,"Party cited for giving false information to a police officer, speeding and no operators license."
7001049,TRESPASSING,3/13/07 21:31,Cleared by Exception,3/13/07 21:31,3/13/07 21:31,Smith Hall,1120 North 14th St (PARK/REC AREA),$0.00 ,$0.00 ,Skateboarder issued ban and bar letter. HSS Tennis /Basketball Courts.
7001051,ALCOHOL - DWI,3/14/07 0:52,Cleared by Arrest,3/14/07 0:52,3/14/07 0:52,N/A,N 17TH ST & VINE ST (STREET),$0.00 ,$0.00 ,"Non-student contacted on a traffic stop. SFST's performed with signs of impairment and tested a .181 BAC. Lodged in jail for DWI. Also cited for poss. of drug paraphernalia, speeding and straddle lane lines."
7001053,TRESPASSING,3/14/07 12:36,Cleared by Exception,3/14/07 12:36,,Love Library South,(UNL ACADEMIC BUILDING),$0.00 ,$0.00 ,A non student viewing pornographic material in the library.
7001054,TRESPASSING,3/14/07 12:49,Cleared by Arrest,3/14/07 12:49,,Love Library South,1248 R (UNL ACADEMIC BUILDING),$0.00 ,$0.00 ,A previously Ban and Barred transient trespassing in Love Library.
7001055,VANDALISM - OTHER,3/14/07 13:33,Inactive,3/13/07 16:00,3/14/07 13:33,N/A,N 37TH ST & EAST CAMPUS LOOP (GOV'T PARKING LOT (UNL)),$0.00 ,$300.00 ,Vehicle found with a broken out window.
7001057,TRESPASSING,3/14/07 15:47,Cleared by Arrest,3/14/07 15:47,,Union-City,"1400 R St. (UNL SUPPORT FACILITY (office, service))",$0.00 ,$0.00 ,Party arrested for trespassing on UNL property.
7001058,TRESPASSING,3/14/07 15:54,Cleared by Exception,3/14/07 15:54,,Sheldon Memorial Art Gallery,(SIDEWALK),$0.00 ,$0.00 ,Two parties skateboarding on University property one given trespass policy and one verbal warning.
7001066,TRESPASSING,3/15/07 15:54,Cleared by Exception,3/15/07 15:54,,C. Y. Thompson Library,1625 North 38th St (LIBRARY),$0.00 ,$0.00 ,Three parties given trespass policy for skateboarding on campus.
7001069,TRESPASSING,3/15/07 19:24,Inactive,3/15/07 19:15,3/15/07 19:24,Selleck Quad,600 North 15th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,Six males were trespassing inside Selleck Quad.
7001073,ALCOHOL - DWI,3/16/07 1:43,Cleared by Arrest,3/16/07 1:43,3/16/07 1:43,N/A,N 17TH ST & VINE ST (STREET),$0.00 ,$0.00 ,"UNL student stopped for speeding.  Found to be intoxicated.  Arrested and transported to jail where he tested .192 BAC.  He was then lodged on a warrant out of Cass County for Fail to Appear (DWI).  Cited for DWI, DUS, Speeding."
7001078,TRESPASSING,3/17/07 4:52,Cleared by Arrest,3/17/07 4:52,,Memorial Stadium,740 Stadium Dr. (SPORT FACILITIES),$0.00 ,$0.00 ,Two UNL students trespassed onto the field in Memorial Stadium.  Both contacted and cited/released for Trespass.
7001084,ALCOHOL - DRUNK,3/17/07 22:09,Cleared by Arrest,3/17/07 22:09,,N/A,Military and Anlelope Valley Parkway (SIDEWALK),$0.00 ,$0.00 ,Intoxicated male taken into custody and transported to Detox where he tested .222 BAC.  TOT Detox.
7001082,ALCOHOL - MINOR IN POSSESSION,3/17/07 22:18,Cleared by Arrest,3/17/07 22:18,,N/A,X ST & N 17TH ST (STREET),$0.00 ,$0.00 ,Vehicle stopped for traffic sign violation.  Driver was found to be in possession of an Open Container.  Driver was cited and released for No Proof of Insurance/Violated Stop Sign/Minor in Possession/Open Container.
7001085,SS - OTHER,3/18/07 0:49,Inactive,,,Selleck Quad,600 North 15th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,Safe found open at Selleck Food Service.
7001086,LITTERING,3/18/07 0:58,Cleared by Arrest,3/18/07 0:58,,Andersen Hall,200 Centennial Mall North (GOV'T PARKING LOT (UNL)),$0.00 ,$0.00 ,Two females urinating in the parking lot.
7001088,ALCOHOL - DWI,3/18/07 1:36,Cleared by Arrest,3/18/07 1:36,,N/A,X ST & ANTELOPE CREEK RD (STREET),$0.00 ,$0.00 ,Vehicle stopped for violating a stop sign.  Driver found to be under the influence.  Taken into custody and transported to Jail where he tested .127 BAC.  He was then cited for DWI/Careless Driving.  He was then transported to his residence where he was released.
7001087,NARCOTICS - POSSESSION,3/18/07 1:38,Cleared by Arrest,3/18/07 1:38,,N/A,R ST & N 17TH ST (STREET),$0.00 ,$0.00 ,Traffic stop performed at 19th/Vine.  Driver found to be intoxicated.  Arrested and transported to Jail where he tested .150 BAC.  While at Jail a blue pill was found on his person.  It tested positive for Ectasy.  He was lodged for DWI/Possession of Controlled Substance.
7001096,LARCENY - OTHER OR FROM OPEN AREA,3/19/07 1:34,Cleared by Arrest,3/19/07 23:00,3/19/07 1:34,N/A,4420 Leighton Ave. (GOV'T LOT/FIELD (UNL)),"$1,560.00 ",$0.00 ,"Non Student arrested for steling sprinklers from East Campus agranomy fields, pty lodged."
7001097,NARCOTICS - POSSESSION,3/19/07 2:11,Cleared by Arrest,3/19/07 2:11,,Harper Hall,1150 North 14th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,One student in Hatper Hall cited for poss. pf marijuana under an oz.
7001099,VANDALISM - OTHER,3/19/07 6:08,Inactive,,,Selleck Quad,600 North 15th St (UNL RESIDENCE HALL),$0.00 ,$400.00 ,A glass pane in the door of the 8000 building was damaged and possiblily allowed entry into the building. During a search of the immediate area a vending machine was found to be damaged also.
7001104,LARCENY - OTHER OR FROM OPEN AREA,3/19/07 14:27,Inactive,3/14/07 9:30,3/19/07 13:50,N/A,1655 N 33rd (GOV'T PARKING LOT (UNL)),$423.00 ,$0.00 ,Parking meter stolen and recovered from East Campus. Coins still missing.
7001105,VANDALISM - OTHER,3/19/07 15:10,Cleared by Arrest,3/18/07 20:19,3/19/07 15:00,N/A,1140 N. 14th St (Parking Lot) (GOV'T PARKING LOT (UNL)),$0.00 ,$450.00 ,Party arrested for breaking a mirror on a vehicle in area 3 HSS.
7001108,"PROPERTY DAMAGE - UNINTENTIONAL,NON TRAFFIC",3/19/07 17:51,Inactive,3/19/07 17:51,3/19/07 17:51,H.S.S. Food Service Bldg.,1140 North 14th St. (GOV'T PARKING LOT (UNL)),$0.00 ,$0.00 ,Property damage to vehicle caused by door caught by wind.
7001115,ALCOHOL - DWI,3/20/07 0:56,Cleared by Arrest,3/20/07 0:56,3/20/07 0:56,N/A,N 17TH ST & VINE ST (STREET),$0.00 ,$0.00 ,"Student stopped for speeding found to be intoxicated, arrested for DUI. .116 BAC."
7001116,VANDALISM - OTHER,3/20/07 8:34,Inactive,,3/20/07 8:34,N/A,N 19TH ST & S ST (GOV'T PARKING LOT (UNL)),$0.00 ,$200.00 ,Officer observed a broken out passenger window in the lot.
7001117,VANDALISM - OTHER,3/20/07 8:43,Cleared by Arrest,3/12/07 17:00,3/14/07 8:00,Richards Hall,560 Stadium Dr (UNL ACADEMIC BUILDING),$0.00 ,$200.00 ,10 student paintings were damaged in a classroom over spring break. Holes were cut out of the paintings.
7001118,LARCENY - FROM BUILDING,3/20/07 9:10,Inactive,3/19/07 20:25,3/19/07 20:30,Avery Hall,1144 T St (UNL ACADEMIC BUILDING),$145.00 ,$0.00 ,Larceny of a jacket and car keys.
7001122,TRESPASSING,3/20/07 15:35,Cleared by Arrest,3/20/07 15:15,3/20/07 15:35,C. Y. Thompson Library,1625 North 38th St (LIBRARY),$0.00 ,$0.00 ,Party was in C Y Thompson Library possibly viewing pornographic material on a computer. Party was on ban and bar list and was issued a citation for trespassing.
7001124,VANDALISM - OTHER,3/20/07 16:31,Cleared by Arrest,3/18/07 19:00,3/20/07 16:10,N/A,1150 N. 14th (GOV'T PARKING LOT (UNL)),$0.00 ,$0.00 ,Party reported that unknown person(s) broke his vehicle rear view mirror while vehicle in the HSS parking lot.
7001129,TRESPASSING,3/20/07 20:00,Inactive,3/20/07 19:30,3/20/07 22:00,Cather Hall,609 North 17th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,Party warned about trespassing on UNL property.
7001127,ALCOHOL - DRUNK,3/20/07 21:22,Inactive,3/20/07 21:22,3/20/07 21:22,Alpha Xi Delta,1619 R St. (SIDEWALK),$0.00 ,$0.00 ,Two non students involved in a verbal disturbance with each other outside of Alpha XI Delta. Both taken to Detox. one tested .184 BAC. The other tested .436 BAC.
7001132,MEDICAL EMERGENCY,3/21/07 2:09,Inactive,3/21/07 2:09,3/21/07 2:09,Sandoz Hall,820 North 17th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,Student suffering from alcohol poisoning transported to brayn LGH West by LFR. .215 BAC.
7001138,MEDICAL EMERGENCY,3/21/07 14:30,Inactive,3/21/07 14:30,,Sandoz Hall,820 North 17th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,Private
7001139,TRESPASSING,3/21/07 17:05,Cleared by Arrest,3/21/07 17:05,,Union-City,"1400 R St. (UNL SUPPORT FACILITY (office, service))",$0.00 ,$0.00 ,"Party on ban and bar list was contacted in the City Union, and arrested for trespassing and taken to jail."
7001140,LARCENY - FROM BUILDING,3/21/07 17:44,Inactive,3/8/07 0:30,3/8/07 17:00,Cather Hall,609 North 17th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,Party had check taken from his room.
7001142,FORGERY - CHECKS,3/21/07 17:44,Inactive,,,N/A,2801 O St.  (GAS/SERVICE STATION),$0.00 ,$0.00 ,Party forged a check stolen from victims room.
7001141,VANDALISM - OTHER,3/21/07 17:59,Inactive,3/18/07 23:00,3/21/07 17:59,N/A,N 17TH ST & HOLDREGE ST (GOV'T PARKING LOT (UNL)),$0.00 ,$250.00 ,Car window broke out. Mitsubishi Eclipse.
7001150,DISTURBANCE - OTHER,3/22/07 13:11,Cleared by Arrest,3/22/07 11:27,,N/A,STADIUM DR & SALT CREEK RD (STREET),$0.00 ,$0.00 ,#1 UNL student became angry after #2 UNL student took a parking stall the #1 student was waiting on. #1 then reportedly threw a cup at #2 and exchanged obscenities. #1 cited for Disturbing the Peace.
7001154,LOST OR STOLEN ITEM,3/22/07 16:34,Cleared by Exception,3/17/07 20:00,3/18/07 10:00,N/A,(UNKNOWN),$30.00 ,$0.00 ,UNL student purportedly lost her cell phone. Case needed for insurance purposes at local cell phone store.
7001159,MISC - OTHER,3/23/07 1:23,Cleared by Arrest,3/23/07 1:23,3/23/07 1:23,University Lutheran Chapel,1510 Q St. (CHURCH/ETC.),$0.00 ,$0.00 ,UNL student was cited for urinating in public.  He was then released.
7001161,LARCENY - FROM BUILDING,3/23/07 4:33,Inactive,3/23/07 1:00,3/23/07 4:33,Smith Hall,1120 North 14th St (UNL RESIDENCE HALL),$68.00 ,$25.00 ,Fire extinguisher cabinet window broken out and fire extinguisher missing.
7001164,VANDALISM - OTHER,3/23/07 12:47,Inactive,3/22/07 0:00,3/23/07 12:35,N/A,1220 N. 14th Street (GOV'T PARKING LOT (UNL)),$0.00 ,$200.00 ,Vehicle in the HSS lot with a broken out windshield.
7001170,OUTSIDE - O.P.S. OTHER,3/23/07 20:48,Cleared by Arrest,3/23/07 21:03,,N/A,16th and Vine Street (COMMERCIAL PARKING LOT),$0.00 ,$0.00 ,Sgt. stopped a vehicle responsible for an Accident Hit and Run.  Driver found to be intoxicated.  Arrested and refused to take Chemical Test.  Cited for Refusal to Submit to a Chemical Test/DWI and turned over to LPD.
7001172,ALCOHOL - CONSUMPTION IN PUBLIC,3/24/07 1:32,Cleared by Arrest,3/24/07 1:32,,N/A,CENTENNIAL MALL & P ST (SIDEWALK),$0.00 ,$0.00 ,Party was observed drinking from a beer can.  He was cited/released for Public Consumption.  Another party was intoxicated and transported to Detox where he tested .245 BAC.  TOT Detox.
7001176,LARCENY - FROM BUILDING,3/24/07 10:59,Inactive,3/20/07 14:10,3/20/07 15:40,Mabel Lee Hall,840 North 14th St (UNL ACADEMIC BUILDING),$449.00 ,$0.00 ,"Student athlete reports while practicing with the UNL basketball team, someone took his iPod and Adidas coat."
7001179,VANDALISM - BY GRAFFITI,3/24/07 16:00,Inactive,,,Whittier Building,"2200 Vine St (UNL SUPPORT FACILITY (office, service))",$0.00 ,$50.00 ,"""GONZO"" Spray painted on east side of Whittier Bldg."
7001181,ALCOHOL - CONSUMPTION IN PUBLIC,3/24/07 17:01,Cleared by Arrest,3/24/07 17:01,3/24/07 17:01,Haymarket Park,403 Line Dr. (OTHER LOT/FIELD),$0.00 ,$0.00 ,UNL student arrested for Consuming Alcohol in Public at the NU V. Missouri Baseball game.
7001183,DISTURBANCE - OTHER,3/24/07 21:06,Cleared by Arrest,3/24/07 21:06,3/24/07 21:06,Haymarket Park,403 Line Dr. (SPORT FACILITIES),$0.00 ,$0.00 ,Intoxicated minor causing a disturbance at UNL baseball game.  Officers attempted to contacted but ran.  Taken into custody and cited for Disturbing the Peace/MIP/Fail to Comply.  Lodged at Lancaster County Corrections.
7001186,ALCOHOL - MINOR IN POSSESSION,3/25/07 2:07,Cleared by Arrest,3/25/07 2:07,,N/A,860 North 17th St (7th floor) (UNL RESIDENCE HALL),$0.00 ,$0.00 ,UNL student passed out on the 7th floor of Abel Hall.  Officers arrived and determined the student to be a minor.  He was cited and released for Minor In Possession by Consumption.  Tested .116 BAC.
7001189,ALCOHOL - DRUNK,3/25/07 12:41,Inactive,3/25/07 12:41,,N/A,N 21ST ST & VINE ST (CONSTRUCTION SITE),$0.00 ,$0.00 ,Male transient found unresponsive in the Antelope Valley Construction area near 21 and Vine. Taken to detox and tested a .211 BAC.
7001190,TRAFFIC - IMPROPER REGISTRATION,3/25/07 16:45,Cleared by Arrest,3/25/07 16:45,,N/A,N 17TH ST (STREET),$0.00 ,$0.00 ,Party cited for having an altered certificated of title and no operators license on person.
7001192,TRAFFIC - OTHER,3/25/07 17:24,Cleared by Arrest,3/25/07 17:24,3/25/07 18:02,N/A,ORCHARD ST & IDYLWILD DR (STREET),$0.00 ,$0.00 ,Party cited for open container.
7001193,NARCOTICS - POSSESSION,3/25/07 18:50,Cleared by Arrest,3/25/07 18:50,3/25/07 18:50,N/A,(UNL RESIDENCE HALL),$0.00 ,$0.00 ,Party cited for possession of Marijuana less than an oz. and possession of drug paraphernalia.
7001195,OUTSIDE - O.P.S. OTHER,3/25/07 20:13,Cleared by Exception,3/25/07 20:13,,N/A,I-80 @ the 389 (STREET),$0.00 ,$0.00 ,"ptys threatened another with knife and fled. Sergeant Nissen obs veh, stopped veh, took 2 ptys into custody. TOT LPD."
7001194,TELEPHONE - OTHER,3/25/07 20:50,Inactive,3/25/07 20:50,3/25/07 20:50,Sandoz Hall,820 North 17th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,Party receiving unwanted phone calls.
7001197,LARCENY - FROM BUILDING,3/25/07 21:48,Inactive,3/25/07 12:00,3/25/07 13:30,Pi Beta Phi,426 North 16th St. (OFF CAMPUS/GREEK HOUSING),$400.00 ,$0.00 ,Student reports her cell phone was possibly stolen from her room at Pi Beta Phi sorority.
7001199,TRESPASSING,3/25/07 22:47,Cleared by Exception,3/25/07 22:47,,Westbrook Music Building,(UNL ACADEMIC BUILDING),$0.00 ,$0.00 ,"Transint entered westbrook music and started playing the piano. Pty asked to leave by staff, but refused. Pty given trespass letter and sent on his way."
7001200,TELEPHONE - OBSCENE CALLS,3/25/07 23:05,Inactive,3/25/07 16:00,3/25/07 23:05,Sandoz Hall,820 North 17th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,Two students in Sandoz Hall received numerous obscene phone calls.
7001201,TRESPASSING,3/26/07 0:27,Cleared by Arrest,3/26/07 0:27,,Love Library South,1248 R (LIBRARY),$0.00 ,$0.00 ,"Transient contacted in Love Library after closing time, found to have been ban and barred. Cited for trespass and released."
7001202,NARCOTICS - OTHER,3/26/07 2:08,Inactive,3/26/07 2:08,,Abel Hall,860 North 17th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,5 Students contacted possibly smoking marijuana on the north side of Abel Hall.
7001204,DISTURBANCE - OTHER,3/26/07 9:26,Inactive,3/23/07 19:00,3/26/07 7:00,N/A,"1230 ""O"" St., College of Nursing (UNL SUPPORT FACILITY (office, service))",$0.00 ,$0.00 ,Unknown person entered an office and left some clothing on the computer monitor.
7001205,FORGERY - CHECKS,3/26/07 9:52,Cleared by Arrest,2/5/07 14:58,,501 Building,"501 Stadium Dr (UNL SUPPORT FACILITY (office, service))","$3,070.00 ",$0.00 ,Purchase at UNL Computer Store involving a fraudulent check. Suspect identified and in custody in Omaha on an unrelated case.
7001210,VANDALISM - OTHER,3/26/07 15:21,Inactive,3/25/07 21:30,3/26/07 12:00,17 & R Parking Garage,300 North 17th St (5th Floor) (GOV'T PARKING GARAGE (UNL)),$0.00 ,$0.00 ,Vandalism to vehicle that was parked in the 17th and R parking garage.
7001209,TELEPHONE - OTHER,3/26/07 15:24,Inactive,3/26/07 15:24,,The Village,(UNL APARTMENT),$0.00 ,$0.00 ,Party receiving nuisance phone calls.
7001216,ALCOHOL - DWI,3/27/07 0:43,Cleared by Arrest,3/27/07 0:43,3/27/07 0:43,N/A,N 16TH ST & Q ST (STREET),$0.00 ,$0.00 ,"Student stopped for traffic violation found to be intoxicated, cited and placed in Detox. .196 BAC."
7001217,ACCIDENTS - P.D. H&R NOT REPORTABLE,3/27/07 8:21,Inactive,3/24/07 8:00,3/24/07 14:40,N/A,(UNKNOWN),$0.00 ,$500.00 ,Belated hit and run reported. Minor damage.
7001221,ACCIDENTS - P.D. H&R NOT REPORTABLE,3/27/07 17:05,Inactive,3/27/07 8:15,3/27/07 17:00,Champions Club,701 Stadium Dr. (GOV'T PARKING LOT (UNL)),$0.00 ,$200.00 ,Hit and Run non-injury accident in the Champions Club lot.
7001222,LARCENY - STOLEN BIKE,3/27/07 17:27,Inactive,3/23/07 13:00,3/27/07 16:00,Canfield Administration Building,14th and R St. (SIDEWALK),$40.00 ,$0.00 ,Bike taken from the east side of the Canfield Administration Building.
7001224,ACCIDENTS - P.D. REPORTABLE,3/27/07 19:04,Inactive,3/27/07 19:04,3/27/07 19:04,N/A,1830 Vine St.  (GOV'T PARKING LOT (UNL)),$0.00 ,"$2,000.00 ",Two vehicle non-injury accident in the Abel Sandoz parking lot.
7001228,LARCENY - STOLEN BIKE,3/27/07 22:58,Cleared by Exception,3/27/07 22:58,3/27/07 22:58,Harper Hall,1150 North 14th St (UNL RESIDENCE HALL),$120.00 ,$0.00 ,A students bike was stolen from the HSS Courtyard.
7001229,MEDICAL EMERGENCY,3/28/07 2:21,Inactive,3/28/07 2:21,3/28/07 2:21,Sandoz Hall,820 North 17th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,"Medical was sent to sandoz hall regarding a student suffering from  an unknowm medical condition. Pty transported to LGH West for observation, tested .112 BAC."
7001226,BURGLARY,3/28/07 7:25,Inactive,3/27/07 13:45,3/28/07 5:45,Mabel Lee Hall,840 North 14th St (UNL ACADEMIC BUILDING),$40.00 ,$0.00 ,Entry gained into the gym in Mabel Lee. The door handle to an office inside was taken and the door showed possible signs of an attempt at a burglary to the office.
7001233,OUTSIDE CRIME - REPORTS OUTSIDE JURISDICTION,3/28/07 15:33,Inactive,3/28/07 12:00,3/28/07 15:30,N/A,N. 40th to N. 41st on Starr (STREET),$150.00 ,$200.00 ,Unknown person(s) broke into a vehicle and took the AM/FM CD radio.
7001239,LARCENY - OTHER OR FROM OPEN AREA,3/28/07 22:49,Inactive,3/28/07 20:30,3/28/07 22:30,N/A,1701 Vine Street (GOV'T LOT/FIELD (UNL)),$110.00 ,$0.00 ,"Student playing at the rec field 1701 Vine Street had his shoes, cell phone N card room key and soccer ball stolen."
7001243,NARCOTICS - POSSESSION,3/29/07 1:43,Cleared by Arrest,3/29/07 1:43,,N/A,515 N. 19th (GOV'T LOT/FIELD (UNL)),$0.00 ,$0.00 ,"2 Students contacted 19th SA to Vine street, strong odor of marijuana in air. 1 Student handed Sergeant Plessel a partially smoked marijuana cigarette."
7001240,MEDICAL EMERGENCY,3/29/07 4:16,Inactive,3/29/07 0:09,,Selleck Quad,(UNL RESIDENCE HALL),$0.00 ,$0.00 ,"Student at Selleck complaining of chest pains, taken to Bryan LGH East. LFR did not feel the situation was life threatening."
7001249,ACCIDENTS - P.D. NOT REPORTABLE,3/29/07 12:17,Inactive,3/29/07 12:17,,University Housing,1115 North 16th St (GOV'T PARKING LOT (UNL)),$0.00 ,"$2,000.00 ","Honda CR-V  Vs. Nissan Xterra, No State Form."
7001250,TRESPASSING,3/29/07 12:44,Cleared by Exception,3/29/07 12:44,,Love Library South,"1248 R (UNL SUPPORT FACILITY (office, service))",$0.00 ,$0.00 ,Transient observed viewing pornography on a computer in Love Library. Issued a UNL Trespass Policy Letter. No citation.
7001256,DISTURBANCE - DOMESTIC,3/29/07 20:00,Inactive,,3/29/07 20:00,The Courtyards,733 North  17th  St. (UNL RESIDENCE HALL),$0.00 ,$0.00 ,Female reports ex-boyfriend is making unwanted contact with her through phone messages and the computer.
7001258,MEDICAL EMERGENCY,3/29/07 21:52,Inactive,3/29/07 21:52,,Harper Hall,1150 N. 14th St. (UNL RESIDENCE HALL),$0.00 ,$0.00 ,"Medical Units dispatched to Harper Hall on an intoxicated female.  The female was passed out, slow breathing and unresponsive.  LFR transported the female to Bryan LGH for observations."
7001259,MEDICAL EMERGENCY,3/29/07 23:37,Inactive,3/29/07 23:37,,Selleck Quad,600 North 15th St  (UNL RESIDENCE HALL),$0.00 ,$0.00 ,Male party having a seizure.  Transported to St. Elizabeth's Hospital for further treatment.  Non-life threatening.
7001261,LITTERING,3/30/07 0:58,Cleared by Arrest,3/30/07 0:58,3/30/07 0:58,Andersen Hall,200 Centennial Mall North (GOV'T PARKING LOT (UNL)),$0.00 ,$0.00 ,Two males observed urinating in the Andersen Hall parking lot.  Both cited and released.
7001263,ALCOHOL - DWI,3/30/07 1:41,Cleared by Arrest,3/30/07 1:41,3/30/07 1:41,N/A,N 17TH ST & VINE ST (STREET),$0.00 ,$0.00 ,"Vehicle stopped for speeding.  Found to be suspended and intoxicated.  Arrested and tested .254 BAC.  Transported to Detox where he was admitted.  Cited for DWI, DUS, Speeding and Straddling Lane Lines."
7001266,LARCENY - FROM BUILDING,3/30/07 8:54,Cleared by Arrest,3/29/07 10:15,3/30/07 8:40,The Village,1055 North 16 St. (UNL APARTMENT),$450.00 ,$0.00 ,Television stolen from 2nd floor elevator lobby.
7001267,TELEPHONE - OBSCENE CALLS,3/30/07 10:41,Inactive,3/30/07 10:41,,Burnett Hall,1220 T St (UNL ACADEMIC BUILDING),$0.00 ,$0.00 ,Documentation only.
7001271,LARCENY - FROM MOTOR VEHICLE,3/30/07 16:56,Inactive,3/30/07 13:30,3/30/07 16:50,Vet Basic Sciences,4150 Fair St (GOV'T PARKING LOT (UNL)),$675.00 ,$175.00 ,"Felony loss amount. CD Player, Camera, Purse and Credit Cards. Window shattered by unknown means."
7001278,NARCOTICS - POSSESSION,3/30/07 21:56,Cleared by Arrest,3/30/07 21:56,,N/A,X ST & N 17TH ST (STREET),$0.00 ,$0.00 ,"Vehicle violated stop sign.  Driver was cited and released for Possession of Marijuana < 1 oz. (1.2 grams), Stop Sign Violation and Fail to Yield Right of Way at an intersection.  Minor passenger was cited and released for Possession of Alcohol."
7001282,ASSAULT - NON DOMESTIC,3/31/07 2:04,Cleared by Arrest,3/31/07 2:04,,Sigma Alpha Epsilon,(OFF CAMPUS/GREEK HOUSING),$0.00 ,$0.00 ,Officer dispatched to emergency room at Bryan LGH West reference a male who had been assaulted.  Non-life threatening.
7001283,ALCOHOL - DWI,3/31/07 3:02,Cleared by Arrest,3/31/07 3:02,,N/A,N 16TH ST & R ST (STREET),$0.00 ,$0.00 ,Vehicle stopped for wrong way on one way street.  Driver found to be intoxicated.  Arrested and tested .148 BAC.  Transported to Detox where he was admitted.  Cited for DWI/Wrong Way on One Way street.
7001286,MEDICAL EMERGENCY,3/31/07 11:02,Cleared by Exception,3/31/07 11:02,,N/A,N ANTELOPE VALLEY PKWY & MILITARY RD (STREET),$0.00 ,$0.00 ,Private
7001291,NARCOTICS - POSSESSION,4/1/07 0:55,Cleared by Arrest,4/1/07 0:55,,Abel Hall,860 North 17th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,"UNL student contacted for the smell of marijuana coming from his room.  Contact yielded 1.9 grams of marijuana, three pipes and a grinder.  Cited and released for possession of marijuana and paraphernalia."
